energy_meV,median,lower,upper
489.0,24.941971243276612,20.600644186075957,28.46457405584225
490.0,24.966719689569413,20.62025939018417,28.4932816448548
491.0,24.99144362806256,20.639653379801768,28.521982573255688
492.0,25.016143131420648,20.659280704399826,28.55054902730923
493.0,25.0408182719499,20.678787448349613,28.579099816487176
494.0,25.06546912160065,20.69833538404107,28.60741685174472
495.0,25.090095751969766,20.7177884529459,28.63585954186535
496.0,25.114698234303095,20.73738139867834,28.664211906646724
497.0,25.13927663949786,20.75678690436794,28.69258723631095
498.0,25.163831038105037,20.776316989874932,28.72087641435829
499.0,25.188361500331737,20.79581025626267,28.749141504315823
500.0,25.212868096043533,20.815099090950525,28.77743395777893
