,energies_meV,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,    ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,        ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40
73.0,73.5,0.0001025010250102501,0.0,1.2812628126281262e-05,3.843788437884379e-05,2.5625256252562524e-05,5.125051250512505e-05,2.5625256252562524e-05,5.125051250512505e-05,6.406314063140631e-05,0.0,8.968839688396884e-05,3.843788437884379e-05,5.125051250512505e-05,5.125051250512505e-05,3.843788437884379e-05,5.125051250512505e-05,0.0,1.2812628126281262e-05,7.687576875768758e-05,5.125051250512505e-05,1.2812628126281262e-05,6.406314063140631e-05,6.406314063140631e-05,3.843788437884379e-05,8.968839688396884e-05,1.2812628126281262e-05,0.00012812628126281263,0.0,3.843788437884379e-05,5.125051250512505e-05,5.125051250512505e-05,2.5625256252562524e-05,2.5625256252562524e-05,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,0.0,3.843788437884379e-05,0.00011531365313653136,5.125051250512505e-05,5.125051250512505e-05
74.0,74.5,6.406314063140631e-05,0.0,5.125051250512505e-05,7.687576875768758e-05,1.2812628126281262e-05,2.5625256252562524e-05,6.406314063140631e-05,8.968839688396884e-05,3.843788437884379e-05,2.5625256252562524e-05,5.125051250512505e-05,1.2812628126281262e-05,7.687576875768758e-05,5.125051250512505e-05,2.5625256252562524e-05,5.125051250512505e-05,0.0,0.0,2.5625256252562524e-05,3.843788437884379e-05,5.125051250512505e-05,2.5625256252562524e-05,1.2812628126281262e-05,1.2812628126281262e-05,3.843788437884379e-05,2.5625256252562524e-05,3.843788437884379e-05,0.0,6.406314063140631e-05,5.125051250512505e-05,1.2812628126281262e-05,7.687576875768758e-05,6.406314063140631e-05,2.5625256252562524e-05,2.5625256252562524e-05,3.843788437884379e-05,0.0,6.406314063140631e-05,3.843788437884379e-05,7.687576875768758e-05,7.687576875768758e-05
75.0,75.5,8.968839688396884e-05,0.0,8.968839688396884e-05,2.5625256252562524e-05,5.125051250512505e-05,0.0,7.687576875768758e-05,7.687576875768758e-05,5.125051250512505e-05,8.968839688396884e-05,5.125051250512505e-05,3.843788437884379e-05,2.5625256252562524e-05,2.5625256252562524e-05,5.125051250512505e-05,5.125051250512505e-05,0.0,5.125051250512505e-05,0.0001025010250102501,3.843788437884379e-05,2.5625256252562524e-05,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,1.2812628126281262e-05,5.125051250512505e-05,5.125051250512505e-05,0.0,7.687576875768758e-05,5.125051250512505e-05,6.406314063140631e-05,7.687576875768758e-05,3.843788437884379e-05,5.125051250512505e-05,0.0001025010250102501,6.406314063140631e-05,0.0,5.125051250512505e-05,0.0,3.843788437884379e-05,5.125051250512505e-05
76.0,76.5,2.5625256252562524e-05,0.0,3.843788437884379e-05,3.843788437884379e-05,5.125051250512505e-05,6.406314063140631e-05,5.125051250512505e-05,5.125051250512505e-05,5.125051250512505e-05,2.5625256252562524e-05,1.2812628126281262e-05,2.5625256252562524e-05,1.2812628126281262e-05,1.2812628126281262e-05,6.406314063140631e-05,2.5625256252562524e-05,0.0,1.2812628126281262e-05,2.5625256252562524e-05,6.406314063140631e-05,7.687576875768758e-05,5.125051250512505e-05,3.843788437884379e-05,3.843788437884379e-05,0.0,2.5625256252562524e-05,1.2812628126281262e-05,0.0,3.843788437884379e-05,6.406314063140631e-05,7.687576875768758e-05,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,3.843788437884379e-05,3.843788437884379e-05,0.0,6.406314063140631e-05,7.687576875768758e-05,5.125051250512505e-05,3.843788437884379e-05
77.0,77.5,2.5625256252562524e-05,0.0,6.406314063140631e-05,2.5625256252562524e-05,6.406314063140631e-05,7.687576875768758e-05,2.5625256252562524e-05,5.125051250512505e-05,3.843788437884379e-05,5.125051250512505e-05,1.2812628126281262e-05,1.2812628126281262e-05,2.5625256252562524e-05,7.687576875768758e-05,0.0001025010250102501,6.406314063140631e-05,0.0,3.843788437884379e-05,5.125051250512505e-05,2.5625256252562524e-05,3.843788437884379e-05,7.687576875768758e-05,2.5625256252562524e-05,7.687576875768758e-05,2.5625256252562524e-05,3.843788437884379e-05,3.843788437884379e-05,0.0,6.406314063140631e-05,3.843788437884379e-05,2.5625256252562524e-05,5.125051250512505e-05,5.125051250512505e-05,2.5625256252562524e-05,1.2812628126281262e-05,8.968839688396884e-05,0.0,5.125051250512505e-05,8.968839688396884e-05,1.2812628126281262e-05,7.687576875768758e-05
78.0,78.5,5.125051250512505e-05,0.0,0.00012812628126281263,5.125051250512505e-05,7.687576875768758e-05,3.843788437884379e-05,1.2812628126281262e-05,0.0001025010250102501,5.125051250512505e-05,2.5625256252562524e-05,2.5625256252562524e-05,3.843788437884379e-05,8.968839688396884e-05,3.843788437884379e-05,2.5625256252562524e-05,5.125051250512505e-05,0.0,3.843788437884379e-05,3.843788437884379e-05,2.5625256252562524e-05,5.125051250512505e-05,7.687576875768758e-05,2.5625256252562524e-05,7.687576875768758e-05,3.843788437884379e-05,6.406314063140631e-05,5.125051250512505e-05,0.0,0.0001025010250102501,7.687576875768758e-05,1.2812628126281262e-05,2.5625256252562524e-05,8.968839688396884e-05,3.843788437884379e-05,3.843788437884379e-05,1.2812628126281262e-05,0.0,5.125051250512505e-05,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05
79.0,79.5,6.406314063140631e-05,0.0,8.968839688396884e-05,1.2812628126281262e-05,2.5625256252562524e-05,2.5625256252562524e-05,6.406314063140631e-05,5.125051250512505e-05,5.125051250512505e-05,6.406314063140631e-05,6.406314063140631e-05,2.5625256252562524e-05,2.5625256252562524e-05,0.0,7.687576875768758e-05,2.5625256252562524e-05,0.0,3.843788437884379e-05,0.0,8.968839688396884e-05,2.5625256252562524e-05,7.687576875768758e-05,5.125051250512505e-05,5.125051250512505e-05,1.2812628126281262e-05,3.843788437884379e-05,7.687576875768758e-05,0.0,6.406314063140631e-05,1.2812628126281262e-05,5.125051250512505e-05,5.125051250512505e-05,8.968839688396884e-05,5.125051250512505e-05,6.406314063140631e-05,0.0001025010250102501,0.0,7.687576875768758e-05,7.687576875768758e-05,2.5625256252562524e-05,7.687576875768758e-05
80.0,80.5,5.125051250512505e-05,0.0,3.843788437884379e-05,7.687576875768758e-05,2.5625256252562524e-05,8.968839688396884e-05,3.843788437884379e-05,0.00012812628126281263,7.687576875768758e-05,1.2812628126281262e-05,0.00011531365313653136,3.843788437884379e-05,3.843788437884379e-05,7.687576875768758e-05,3.843788437884379e-05,7.687576875768758e-05,0.0,3.843788437884379e-05,6.406314063140631e-05,2.5625256252562524e-05,7.687576875768758e-05,6.406314063140631e-05,0.0001025010250102501,2.5625256252562524e-05,8.968839688396884e-05,5.125051250512505e-05,8.968839688396884e-05,0.0,7.687576875768758e-05,6.406314063140631e-05,6.406314063140631e-05,3.843788437884379e-05,5.125051250512505e-05,2.5625256252562524e-05,3.843788437884379e-05,8.968839688396884e-05,0.0,5.125051250512505e-05,2.5625256252562524e-05,1.2812628126281262e-05,5.125051250512505e-05
81.0,81.5,2.5625256252562524e-05,0.0,6.406314063140631e-05,2.5625256252562524e-05,3.843788437884379e-05,3.843788437884379e-05,7.687576875768758e-05,3.843788437884379e-05,3.843788437884379e-05,2.5625256252562524e-05,5.125051250512505e-05,6.406314063140631e-05,0.0,2.5625256252562524e-05,5.125051250512505e-05,2.5625256252562524e-05,0.0,6.406314063140631e-05,2.5625256252562524e-05,6.406314063140631e-05,2.5625256252562524e-05,6.406314063140631e-05,0.0001025010250102501,5.125051250512505e-05,3.843788437884379e-05,3.843788437884379e-05,1.2812628126281262e-05,0.0,2.5625256252562524e-05,0.0,7.687576875768758e-05,2.5625256252562524e-05,3.843788437884379e-05,5.125051250512505e-05,3.843788437884379e-05,3.843788437884379e-05,0.0,0.00014093890938909388,5.125051250512505e-05,2.5625256252562524e-05,7.687576875768758e-05
82.0,82.5,2.5625256252562524e-05,0.0,6.406314063140631e-05,5.125051250512505e-05,3.843788437884379e-05,2.5625256252562524e-05,3.843788437884379e-05,3.843788437884379e-05,1.2812628126281262e-05,5.125051250512505e-05,7.687576875768758e-05,6.406314063140631e-05,1.2812628126281262e-05,3.843788437884379e-05,2.5625256252562524e-05,5.125051250512505e-05,0.0,2.5625256252562524e-05,6.406314063140631e-05,0.00012812628126281263,6.406314063140631e-05,1.2812628126281262e-05,5.125051250512505e-05,3.843788437884379e-05,3.843788437884379e-05,1.2812628126281262e-05,5.125051250512505e-05,0.0,5.125051250512505e-05,3.843788437884379e-05,5.125051250512505e-05,8.968839688396884e-05,7.687576875768758e-05,5.125051250512505e-05,6.406314063140631e-05,3.843788437884379e-05,0.0,5.125051250512505e-05,5.125051250512505e-05,5.125051250512505e-05,1.2812628126281262e-05
83.0,83.5,1.2812628126281262e-05,0.0,5.125051250512505e-05,6.406314063140631e-05,7.687576875768758e-05,3.843788437884379e-05,2.5625256252562524e-05,0.0,6.406314063140631e-05,6.406314063140631e-05,5.125051250512505e-05,7.687576875768758e-05,5.125051250512505e-05,3.843788437884379e-05,1.2812628126281262e-05,3.843788437884379e-05,0.0,1.2812628126281262e-05,6.406314063140631e-05,8.968839688396884e-05,5.125051250512505e-05,8.968839688396884e-05,3.843788437884379e-05,3.843788437884379e-05,6.406314063140631e-05,1.2812628126281262e-05,3.843788437884379e-05,0.0,2.5625256252562524e-05,3.843788437884379e-05,1.2812628126281262e-05,3.843788437884379e-05,8.968839688396884e-05,5.125051250512505e-05,2.5625256252562524e-05,0.00011531365313653136,0.0,6.406314063140631e-05,3.843788437884379e-05,3.843788437884379e-05,2.5625256252562524e-05
84.0,84.5,5.125051250512505e-05,0.0,5.125051250512505e-05,2.5625256252562524e-05,6.406314063140631e-05,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,3.843788437884379e-05,6.406314063140631e-05,5.125051250512505e-05,6.406314063140631e-05,1.2812628126281262e-05,6.406314063140631e-05,6.406314063140631e-05,3.843788437884379e-05,0.0,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,1.2812628126281262e-05,5.125051250512505e-05,2.5625256252562524e-05,3.843788437884379e-05,5.125051250512505e-05,1.2812628126281262e-05,5.125051250512505e-05,0.0,7.687576875768758e-05,5.125051250512505e-05,7.687576875768758e-05,7.687576875768758e-05,5.125051250512505e-05,0.00014093890938909388,3.843788437884379e-05,0.0001025010250102501,0.0,6.406314063140631e-05,8.968839688396884e-05,0.0001025010250102501,3.843788437884379e-05
85.0,85.5,6.406314063140631e-05,0.0,3.843788437884379e-05,1.2812628126281262e-05,1.2812628126281262e-05,7.687576875768758e-05,6.406314063140631e-05,0.00011531365313653136,5.125051250512505e-05,3.843788437884379e-05,3.843788437884379e-05,5.125051250512505e-05,2.5625256252562524e-05,5.125051250512505e-05,1.2812628126281262e-05,5.125051250512505e-05,0.0,2.5625256252562524e-05,5.125051250512505e-05,2.5625256252562524e-05,3.843788437884379e-05,6.406314063140631e-05,3.843788437884379e-05,3.843788437884379e-05,1.2812628126281262e-05,6.406314063140631e-05,5.125051250512505e-05,0.0,0.0001025010250102501,3.843788437884379e-05,1.2812628126281262e-05,6.406314063140631e-05,6.406314063140631e-05,3.843788437884379e-05,1.2812628126281262e-05,6.406314063140631e-05,0.0,5.125051250512505e-05,7.687576875768758e-05,8.968839688396884e-05,7.687576875768758e-05
86.0,86.5,1.2812628126281262e-05,0.0,7.687576875768758e-05,1.2812628126281262e-05,6.406314063140631e-05,2.5625256252562524e-05,3.843788437884379e-05,6.406314063140631e-05,2.5625256252562524e-05,5.125051250512505e-05,6.406314063140631e-05,5.125051250512505e-05,3.843788437884379e-05,2.5625256252562524e-05,1.2812628126281262e-05,2.5625256252562524e-05,0.0,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,1.2812628126281262e-05,8.968839688396884e-05,7.687576875768758e-05,7.687576875768758e-05,6.406314063140631e-05,1.2812628126281262e-05,2.5625256252562524e-05,0.0,2.5625256252562524e-05,3.843788437884379e-05,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,1.2812628126281262e-05,5.125051250512505e-05,1.2812628126281262e-05,0.0,8.968839688396884e-05,1.2812628126281262e-05,7.687576875768758e-05,2.5625256252562524e-05
87.0,87.5,3.843788437884379e-05,0.0,6.406314063140631e-05,7.687576875768758e-05,0.0001025010250102501,7.687576875768758e-05,7.687576875768758e-05,2.5625256252562524e-05,2.5625256252562524e-05,7.687576875768758e-05,0.0001025010250102501,5.125051250512505e-05,6.406314063140631e-05,3.843788437884379e-05,5.125051250512505e-05,3.843788437884379e-05,0.0,7.687576875768758e-05,1.2812628126281262e-05,1.2812628126281262e-05,6.406314063140631e-05,5.125051250512505e-05,6.406314063140631e-05,1.2812628126281262e-05,5.125051250512505e-05,3.843788437884379e-05,5.125051250512505e-05,0.0,2.5625256252562524e-05,7.687576875768758e-05,5.125051250512505e-05,2.5625256252562524e-05,5.125051250512505e-05,8.968839688396884e-05,2.5625256252562524e-05,7.687576875768758e-05,0.0,3.843788437884379e-05,2.5625256252562524e-05,3.843788437884379e-05,6.406314063140631e-05
88.0,88.5,1.2812628126281262e-05,0.0,1.2812628126281262e-05,7.687576875768758e-05,3.843788437884379e-05,5.125051250512505e-05,2.5625256252562524e-05,5.125051250512505e-05,6.406314063140631e-05,0.0001025010250102501,5.125051250512505e-05,1.2812628126281262e-05,3.843788437884379e-05,5.125051250512505e-05,7.687576875768758e-05,2.5625256252562524e-05,0.0,1.2812628126281262e-05,1.2812628126281262e-05,3.843788437884379e-05,3.843788437884379e-05,6.406314063140631e-05,5.125051250512505e-05,5.125051250512505e-05,1.2812628126281262e-05,0.0001025010250102501,2.5625256252562524e-05,0.0,3.843788437884379e-05,5.125051250512505e-05,5.125051250512505e-05,3.843788437884379e-05,2.5625256252562524e-05,6.406314063140631e-05,5.125051250512505e-05,3.843788437884379e-05,0.0,5.125051250512505e-05,6.406314063140631e-05,8.968839688396884e-05,2.5625256252562524e-05
89.0,89.5,3.843788437884379e-05,0.0,2.5625256252562524e-05,2.5625256252562524e-05,0.0001025010250102501,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,2.5625256252562524e-05,6.406314063140631e-05,3.843788437884379e-05,8.968839688396884e-05,2.5625256252562524e-05,5.125051250512505e-05,8.968839688396884e-05,3.843788437884379e-05,0.0,5.125051250512505e-05,6.406314063140631e-05,3.843788437884379e-05,3.843788437884379e-05,6.406314063140631e-05,6.406314063140631e-05,5.125051250512505e-05,3.843788437884379e-05,3.843788437884379e-05,8.968839688396884e-05,0.0,7.687576875768758e-05,7.687576875768758e-05,0.0001025010250102501,2.5625256252562524e-05,2.5625256252562524e-05,6.406314063140631e-05,6.406314063140631e-05,7.687576875768758e-05,0.0,6.406314063140631e-05,5.125051250512505e-05,1.2812628126281262e-05,5.125051250512505e-05
90.0,90.5,1.2812628126281262e-05,0.0,1.2812628126281262e-05,2.5625256252562524e-05,7.687576875768758e-05,7.687576875768758e-05,0.00012812628126281263,6.406314063140631e-05,1.2812628126281262e-05,5.125051250512505e-05,2.5625256252562524e-05,3.843788437884379e-05,0.0001025010250102501,5.125051250512505e-05,5.125051250512505e-05,2.5625256252562524e-05,0.0,5.125051250512505e-05,3.843788437884379e-05,1.2812628126281262e-05,6.406314063140631e-05,1.2812628126281262e-05,6.406314063140631e-05,2.5625256252562524e-05,6.406314063140631e-05,2.5625256252562524e-05,2.5625256252562524e-05,0.0,8.968839688396884e-05,1.2812628126281262e-05,5.125051250512505e-05,1.2812628126281262e-05,5.125051250512505e-05,5.125051250512505e-05,6.406314063140631e-05,2.5625256252562524e-05,0.0,2.5625256252562524e-05,2.5625256252562524e-05,7.687576875768758e-05,2.5625256252562524e-05
91.0,91.5,6.406314063140631e-05,0.0,6.406314063140631e-05,8.968839688396884e-05,2.5625256252562524e-05,0.0001025010250102501,0.0001025010250102501,6.406314063140631e-05,2.5625256252562524e-05,2.5625256252562524e-05,3.843788437884379e-05,2.5625256252562524e-05,8.968839688396884e-05,5.125051250512505e-05,8.968839688396884e-05,3.843788437884379e-05,0.0,3.843788437884379e-05,8.968839688396884e-05,0.00011531365313653136,6.406314063140631e-05,6.406314063140631e-05,3.843788437884379e-05,2.5625256252562524e-05,7.687576875768758e-05,2.5625256252562524e-05,5.125051250512505e-05,0.0,5.125051250512505e-05,5.125051250512505e-05,7.687576875768758e-05,3.843788437884379e-05,0.00011531365313653136,5.125051250512505e-05,2.5625256252562524e-05,0.0001025010250102501,0.0,5.125051250512505e-05,1.2812628126281262e-05,1.2812628126281262e-05,6.406314063140631e-05
92.0,92.5,6.406314063140631e-05,0.0,8.968839688396884e-05,1.2812628126281262e-05,6.406314063140631e-05,3.843788437884379e-05,2.5625256252562524e-05,3.843788437884379e-05,1.2812628126281262e-05,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,5.125051250512505e-05,0.0,5.125051250512505e-05,0.0001025010250102501,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,1.2812628126281262e-05,1.2812628126281262e-05,5.125051250512505e-05,0.0,8.968839688396884e-05,0.0,0.0,2.5625256252562524e-05,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,5.125051250512505e-05,5.125051250512505e-05,2.5625256252562524e-05,0.0,3.843788437884379e-05,0.0,6.406314063140631e-05,1.2812628126281262e-05
93.0,93.5,2.5625256252562524e-05,0.0,6.406314063140631e-05,7.687576875768758e-05,1.2812628126281262e-05,2.5625256252562524e-05,6.406314063140631e-05,0.0001025010250102501,0.0001025010250102501,2.5625256252562524e-05,3.843788437884379e-05,6.406314063140631e-05,5.125051250512505e-05,5.125051250512505e-05,6.406314063140631e-05,3.843788437884379e-05,0.0,3.843788437884379e-05,6.406314063140631e-05,2.5625256252562524e-05,3.843788437884379e-05,7.687576875768758e-05,2.5625256252562524e-05,5.125051250512505e-05,6.406314063140631e-05,2.5625256252562524e-05,3.843788437884379e-05,0.0,3.843788437884379e-05,5.125051250512505e-05,1.2812628126281262e-05,5.125051250512505e-05,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,2.5625256252562524e-05,0.0,0.00011531365313653136,5.125051250512505e-05,2.5625256252562524e-05,7.687576875768758e-05
94.0,94.5,5.125051250512505e-05,0.0,2.5625256252562524e-05,3.843788437884379e-05,1.2812628126281262e-05,7.687576875768758e-05,2.5625256252562524e-05,0.0001025010250102501,1.2812628126281262e-05,7.687576875768758e-05,3.843788437884379e-05,6.406314063140631e-05,6.406314063140631e-05,5.125051250512505e-05,1.2812628126281262e-05,6.406314063140631e-05,0.0,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,3.843788437884379e-05,2.5625256252562524e-05,6.406314063140631e-05,2.5625256252562524e-05,2.5625256252562524e-05,3.843788437884379e-05,1.2812628126281262e-05,0.0,5.125051250512505e-05,5.125051250512505e-05,1.2812628126281262e-05,6.406314063140631e-05,0.0001665641656416564,3.843788437884379e-05,5.125051250512505e-05,6.406314063140631e-05,0.0,5.125051250512505e-05,8.968839688396884e-05,6.406314063140631e-05,1.2812628126281262e-05
95.0,95.5,3.843788437884379e-05,0.0,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,8.968839688396884e-05,6.406314063140631e-05,6.406314063140631e-05,7.687576875768758e-05,1.2812628126281262e-05,5.125051250512505e-05,5.125051250512505e-05,6.406314063140631e-05,6.406314063140631e-05,7.687576875768758e-05,3.843788437884379e-05,0.0,3.843788437884379e-05,6.406314063140631e-05,1.2812628126281262e-05,5.125051250512505e-05,6.406314063140631e-05,6.406314063140631e-05,3.843788437884379e-05,6.406314063140631e-05,1.2812628126281262e-05,2.5625256252562524e-05,0.0,5.125051250512505e-05,2.5625256252562524e-05,6.406314063140631e-05,8.968839688396884e-05,1.2812628126281262e-05,3.843788437884379e-05,5.125051250512505e-05,5.125051250512505e-05,0.0,6.406314063140631e-05,7.687576875768758e-05,5.125051250512505e-05,6.406314063140631e-05
96.0,96.5,6.406314063140631e-05,0.0,6.406314063140631e-05,7.687576875768758e-05,0.0001025010250102501,0.00011531365313653136,3.843788437884379e-05,6.406314063140631e-05,3.843788437884379e-05,3.843788437884379e-05,6.406314063140631e-05,3.843788437884379e-05,6.406314063140631e-05,0.00011531365313653136,6.406314063140631e-05,7.687576875768758e-05,0.0,6.406314063140631e-05,6.406314063140631e-05,1.2812628126281262e-05,1.2812628126281262e-05,1.2812628126281262e-05,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,6.406314063140631e-05,2.5625256252562524e-05,0.0,3.843788437884379e-05,1.2812628126281262e-05,6.406314063140631e-05,5.125051250512505e-05,5.125051250512505e-05,1.2812628126281262e-05,1.2812628126281262e-05,6.406314063140631e-05,0.0,2.5625256252562524e-05,0.0001025010250102501,6.406314063140631e-05,5.125051250512505e-05
97.0,97.5,5.125051250512505e-05,0.0,2.5625256252562524e-05,6.406314063140631e-05,2.5625256252562524e-05,5.125051250512505e-05,3.843788437884379e-05,2.5625256252562524e-05,3.843788437884379e-05,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,0.0,2.5625256252562524e-05,3.843788437884379e-05,5.125051250512505e-05,0.0,3.843788437884379e-05,2.5625256252562524e-05,1.2812628126281262e-05,2.5625256252562524e-05,5.125051250512505e-05,6.406314063140631e-05,5.125051250512505e-05,2.5625256252562524e-05,0.0001025010250102501,8.968839688396884e-05,0.0,3.843788437884379e-05,8.968839688396884e-05,2.5625256252562524e-05,5.125051250512505e-05,7.687576875768758e-05,7.687576875768758e-05,8.968839688396884e-05,7.687576875768758e-05,0.0,0.0001025010250102501,6.406314063140631e-05,8.968839688396884e-05,3.843788437884379e-05
98.0,98.5,6.406314063140631e-05,0.0,7.687576875768758e-05,2.5625256252562524e-05,2.5625256252562524e-05,6.406314063140631e-05,0.00014093890938909388,3.843788437884379e-05,0.00011531365313653136,1.2812628126281262e-05,6.406314063140631e-05,2.5625256252562524e-05,7.687576875768758e-05,3.843788437884379e-05,3.843788437884379e-05,6.406314063140631e-05,0.0,1.2812628126281262e-05,7.687576875768758e-05,1.2812628126281262e-05,8.968839688396884e-05,2.5625256252562524e-05,3.843788437884379e-05,2.5625256252562524e-05,7.687576875768758e-05,1.2812628126281262e-05,3.843788437884379e-05,0.0,3.843788437884379e-05,3.843788437884379e-05,6.406314063140631e-05,7.687576875768758e-05,8.968839688396884e-05,7.687576875768758e-05,5.125051250512505e-05,8.968839688396884e-05,0.0,2.5625256252562524e-05,3.843788437884379e-05,0.0,8.968839688396884e-05
99.0,99.5,7.687576875768758e-05,0.0,5.125051250512505e-05,3.843788437884379e-05,7.687576875768758e-05,3.843788437884379e-05,8.968839688396884e-05,2.5625256252562524e-05,6.406314063140631e-05,7.687576875768758e-05,3.843788437884379e-05,1.2812628126281262e-05,1.2812628126281262e-05,3.843788437884379e-05,7.687576875768758e-05,5.125051250512505e-05,0.0,6.406314063140631e-05,0.0,3.843788437884379e-05,5.125051250512505e-05,5.125051250512505e-05,1.2812628126281262e-05,2.5625256252562524e-05,1.2812628126281262e-05,5.125051250512505e-05,3.843788437884379e-05,0.0,3.843788437884379e-05,6.406314063140631e-05,3.843788437884379e-05,6.406314063140631e-05,6.406314063140631e-05,6.406314063140631e-05,0.0001025010250102501,8.968839688396884e-05,0.0,2.5625256252562524e-05,2.5625256252562524e-05,0.0,3.843788437884379e-05
100.0,100.5,2.5625256252562524e-05,0.0,6.406314063140631e-05,0.0001025010250102501,2.5625256252562524e-05,2.5625256252562524e-05,6.406314063140631e-05,5.125051250512505e-05,5.125051250512505e-05,5.125051250512505e-05,7.687576875768758e-05,0.00011531365313653136,3.843788437884379e-05,5.125051250512505e-05,3.843788437884379e-05,7.687576875768758e-05,0.0,6.406314063140631e-05,2.5625256252562524e-05,3.843788437884379e-05,2.5625256252562524e-05,6.406314063140631e-05,0.0001025010250102501,2.5625256252562524e-05,5.125051250512505e-05,5.125051250512505e-05,6.406314063140631e-05,0.0,6.406314063140631e-05,0.00012812628126281263,5.125051250512505e-05,5.125051250512505e-05,2.5625256252562524e-05,3.843788437884379e-05,2.5625256252562524e-05,7.687576875768758e-05,0.0,3.843788437884379e-05,6.406314063140631e-05,6.406314063140631e-05,1.2812628126281262e-05
101.0,101.5,2.5625256252562524e-05,0.0,3.843788437884379e-05,0.00012812628126281263,3.843788437884379e-05,3.843788437884379e-05,7.687576875768758e-05,8.968839688396884e-05,5.125051250512505e-05,5.125051250512505e-05,2.5625256252562524e-05,0.0,7.687576875768758e-05,2.5625256252562524e-05,5.125051250512505e-05,7.687576875768758e-05,0.0,5.125051250512505e-05,2.5625256252562524e-05,8.968839688396884e-05,5.125051250512505e-05,7.687576875768758e-05,3.843788437884379e-05,5.125051250512505e-05,0.0,2.5625256252562524e-05,6.406314063140631e-05,0.0,2.5625256252562524e-05,7.687576875768758e-05,6.406314063140631e-05,5.125051250512505e-05,3.843788437884379e-05,6.406314063140631e-05,7.687576875768758e-05,3.843788437884379e-05,0.0,1.2812628126281262e-05,2.5625256252562524e-05,6.406314063140631e-05,8.968839688396884e-05
102.0,102.5,2.5625256252562524e-05,0.0,7.687576875768758e-05,5.125051250512505e-05,8.968839688396884e-05,5.125051250512505e-05,3.843788437884379e-05,0.00012812628126281263,5.125051250512505e-05,7.687576875768758e-05,3.843788437884379e-05,3.843788437884379e-05,2.5625256252562524e-05,6.406314063140631e-05,1.2812628126281262e-05,5.125051250512505e-05,0.0,3.843788437884379e-05,3.843788437884379e-05,2.5625256252562524e-05,5.125051250512505e-05,7.687576875768758e-05,3.843788437884379e-05,5.125051250512505e-05,7.687576875768758e-05,3.843788437884379e-05,0.0001665641656416564,0.0,5.125051250512505e-05,0.00011531365313653136,5.125051250512505e-05,6.406314063140631e-05,7.687576875768758e-05,6.406314063140631e-05,3.843788437884379e-05,0.0001025010250102501,0.0,5.125051250512505e-05,0.00011531365313653136,6.406314063140631e-05,6.406314063140631e-05
103.0,103.5,5.125051250512505e-05,0.0,5.125051250512505e-05,6.406314063140631e-05,7.687576875768758e-05,0.0001025010250102501,3.843788437884379e-05,5.125051250512505e-05,6.406314063140631e-05,2.5625256252562524e-05,2.5625256252562524e-05,2.5625256252562524e-05,3.843788437884379e-05,6.406314063140631e-05,2.5625256252562524e-05,7.687576875768758e-05,0.0,5.125051250512505e-05,1.2812628126281262e-05,2.5625256252562524e-05,2.5625256252562524e-05,2.5625256252562524e-05,5.125051250512505e-05,7.687576875768758e-05,6.406314063140631e-05,7.687576875768758e-05,2.5625256252562524e-05,0.0,6.406314063140631e-05,6.406314063140631e-05,7.687576875768758e-05,5.125051250512505e-05,3.843788437884379e-05,0.0001025010250102501,6.406314063140631e-05,8.968839688396884e-05,0.0,3.843788437884379e-05,8.968839688396884e-05,7.687576875768758e-05,3.843788437884379e-05
