energy_mev,eta_tot_lower,eta_tot_median,eta_tot_upper,eta_a_lower,eta_a_median,eta_a_upper,eta_f_lower,eta_f_median,eta_f_upper,eta_c_lower,eta_c_median,eta_c_upper,eta_o_lower,eta_o_median,eta_o_upper,eta_t_lower,eta_t_median,eta_t_upper,a_abs
7,-1.16E-06,-1.42E-06,-1.68E-06,0.076263403,0.08614915,0.094936326,0.74,0.8,0.86,0.65895695,0.708712305,0.75862358,0.39,0.46,0.53,0.999880176,0.99988392,0.999887664,-6.32E-05
7.052525253,-1.20E-06,-1.47E-06,-1.74E-06,0.078143621,0.088312809,0.097350824,0.74,0.8,0.86,0.659088138,0.708839834,0.758749769,0.39,0.46,0.53,0.999878807,0.999882594,0.999886381,-6.39E-05
7.105050505,-1.25E-06,-1.53E-06,-1.81E-06,0.080065935,0.090526042,0.099819623,0.74,0.8,0.86,0.659220299,0.708968308,0.758876895,0.39,0.46,0.53,0.999877428,0.999881258,0.999885088,-6.46E-05
7.157575758,-1.29E-06,-1.58E-06,-1.87E-06,0.082031075,0.092789688,0.102343583,0.74,0.8,0.86,0.659353432,0.709097728,0.759004956,0.39,0.46,0.53,0.999876039,0.999879913,0.999883786,-6.54E-05
7.21010101,-1.34E-06,-1.64E-06,-1.94E-06,0.084039775,0.095104583,0.104923556,0.74,0.8,0.86,0.659487537,0.709228094,0.759133953,0.39,0.46,0.53,0.999874641,0.999878558,0.999882476,-6.61E-05
7.262626263,-1.39E-06,-1.70E-06,-2.01E-06,0.086092769,0.097471557,0.107660899,0.74,0.8,0.86,0.659622614,0.709359406,0.759263886,0.39,0.46,0.53,0.999873232,0.999877193,0.999881154,-6.69E-05
7.315151515,-1.44E-06,-1.76E-06,-2.09E-06,0.088190792,0.099891437,0.110839312,0.74,0.8,0.86,0.659758663,0.709491663,0.759394754,0.39,0.46,0.53,0.999871813,0.999875818,0.999879824,-6.76E-05
7.367676768,-1.49E-06,-1.83E-06,-2.16E-06,0.090334582,0.102365041,0.11409884,0.74,0.8,0.86,0.659895684,0.709624866,0.759526557,0.39,0.46,0.53,0.999870383,0.999874434,0.999878484,-6.84E-05
7.42020202,-1.55E-06,-1.89E-06,-2.24E-06,0.092524872,0.104893181,0.117440799,0.74,0.8,0.86,0.660033675,0.709759013,0.759659296,0.39,0.46,0.53,0.999868944,0.999873039,0.999877135,-6.91E-05
7.472727273,-1.60E-06,-1.96E-06,-2.32E-06,0.094762398,0.107476659,0.12086648,0.74,0.8,0.86,0.660172638,0.709894105,0.759792969,0.39,0.46,0.53,0.999867495,0.999871635,0.999875776,-6.99E-05
7.525252525,-1.66E-06,-2.03E-06,-2.41E-06,0.097047892,0.110116267,0.124377148,0.74,0.8,0.86,0.660312571,0.710030142,0.759927576,0.39,0.46,0.53,0.999866035,0.999870221,0.999874407,-7.06E-05
7.577777778,-1.72E-06,-2.11E-06,-2.49E-06,0.099273309,0.112812783,0.127974036,0.74,0.8,0.86,0.660453475,0.710167123,0.760063118,0.39,0.46,0.53,0.999864565,0.999868797,0.999873029,-7.14E-05
7.63030303,-1.78E-06,-2.18E-06,-2.58E-06,0.101164403,0.115566973,0.131658344,0.74,0.8,0.86,0.66059535,0.710305049,0.760199594,0.39,0.46,0.53,0.999863084,0.999867363,0.999871641,-7.22E-05
7.682828283,-1.84E-06,-2.26E-06,-2.67E-06,0.103087223,0.118379588,0.135431233,0.74,0.8,0.86,0.660738194,0.710443918,0.760337004,0.39,0.46,0.53,0.999861594,0.999865919,0.999870244,-7.30E-05
7.735353535,-1.91E-06,-2.34E-06,-2.77E-06,0.105042135,0.12125136,0.139293824,0.74,0.8,0.86,0.660882009,0.710583732,0.760475348,0.39,0.46,0.53,0.999860093,0.999864465,0.999868836,-7.38E-05
7.787878788,-1.98E-06,-2.42E-06,-2.87E-06,0.107029505,0.124183004,0.143247191,0.74,0.8,0.86,0.661026793,0.710724489,0.760614626,0.39,0.46,0.53,0.999858581,0.999863,0.999867419,-7.46E-05
7.84040404,-2.05E-06,-2.51E-06,-2.97E-06,0.109049697,0.127175214,0.147292361,0.74,0.8,0.86,0.661172546,0.710866189,0.760754837,0.39,0.46,0.53,0.999857059,0.999861526,0.999865992,-7.54E-05
7.892929293,-2.12E-06,-2.60E-06,-3.07E-06,0.111103071,0.130228663,0.151430305,0.74,0.8,0.86,0.661319269,0.711008833,0.760895981,0.39,0.46,0.53,0.999855527,0.999860042,0.999864556,-7.62E-05
7.945454545,-2.19E-06,-2.69E-06,-3.18E-06,0.113189984,0.133343999,0.155661938,0.74,0.8,0.86,0.66146696,0.711152419,0.761038058,0.39,0.46,0.53,0.999853984,0.999858547,0.999863109,-7.70E-05
7.997979798,-2.27E-06,-2.78E-06,-3.29E-06,0.115310791,0.136521844,0.159988113,0.74,0.8,0.86,0.66161562,0.711296948,0.761181067,0.39,0.46,0.53,0.999852431,0.999857042,0.999861653,-7.78E-05
8.050505051,-2.35E-06,-2.88E-06,-3.41E-06,0.117465843,0.139762793,0.164409618,0.74,0.8,0.86,0.661765249,0.71144242,0.761325009,0.39,0.46,0.53,0.999850867,0.999855527,0.999860187,-7.86E-05
8.103030303,-2.43E-06,-2.98E-06,-3.52E-06,0.119655486,0.143067412,0.168927169,0.74,0.8,0.86,0.661915845,0.711588834,0.761469884,0.39,0.46,0.53,0.999849292,0.999854001,0.99985871,-7.95E-05
8.155555556,-2.51E-06,-3.08E-06,-3.65E-06,0.121880062,0.146436235,0.173541409,0.74,0.8,0.86,0.66206741,0.711736191,0.76161569,0.39,0.46,0.53,0.999847707,0.999852465,0.999857224,-8.03E-05
8.208080808,-2.60E-06,-3.19E-06,-3.77E-06,0.124139908,0.149869761,0.178252901,0.74,0.8,0.86,0.662219942,0.711884489,0.761762429,0.39,0.46,0.53,0.99984611,0.999850919,0.999855728,-8.12E-05
8.260606061,-2.69E-06,-3.29E-06,-3.90E-06,0.126435357,0.153368456,0.183062125,0.74,0.8,0.86,0.662373441,0.712033728,0.761910099,0.39,0.46,0.53,0.999844503,0.999849362,0.999854221,-8.20E-05
8.313131313,-2.78E-06,-3.41E-06,-4.03E-06,0.128766736,0.156932748,0.187969474,0.74,0.8,0.86,0.662527907,0.712183909,0.7620587,0.39,0.46,0.53,0.999842886,0.999847795,0.999852705,-8.29E-05
8.365656566,-2.88E-06,-3.52E-06,-4.17E-06,0.131134365,0.160563023,0.192975248,0.74,0.8,0.86,0.66268334,0.712335032,0.762208232,0.39,0.46,0.53,0.999841257,0.999846218,0.999851178,-8.37E-05
8.418181818,-2.97E-06,-3.64E-06,-4.31E-06,0.133538559,0.16425963,0.198079651,0.74,0.8,0.86,0.662839739,0.712487095,0.762358696,0.39,0.46,0.53,0.999839618,0.99984463,0.999849641,-8.46E-05
8.470707071,-3.07E-06,-3.76E-06,-4.46E-06,0.135979626,0.168022871,0.203282786,0.74,0.8,0.86,0.662997105,0.712640099,0.76251009,0.39,0.46,0.53,0.999837968,0.999843031,0.999848094,-8.54E-05
8.523232323,-3.18E-06,-3.89E-06,-4.60E-06,0.138457868,0.171853004,0.208584653,0.74,0.8,0.86,0.663155437,0.712794043,0.762662414,0.39,0.46,0.53,0.999836306,0.999841421,0.999846536,-8.63E-05
8.575757576,-3.28E-06,-4.02E-06,-4.76E-06,0.140973577,0.17575024,0.213985141,0.74,0.8,0.86,0.663314734,0.712948927,0.762815669,0.39,0.46,0.53,0.999834634,0.999839801,0.999844969,-8.72E-05
8.628282828,-3.39E-06,-4.15E-06,-4.92E-06,0.143527038,0.17971474,0.219484028,0.74,0.8,0.86,0.663474996,0.713104752,0.762969854,0.39,0.46,0.53,0.999832951,0.999838171,0.99984339,-8.81E-05
8.680808081,-3.50E-06,-4.29E-06,-5.08E-06,0.14611853,0.183746613,0.225080975,0.74,0.8,0.86,0.663636223,0.713261516,0.763124968,0.39,0.46,0.53,0.999831256,0.999836529,0.999841802,-8.90E-05
8.733333333,-3.62E-06,-4.43E-06,-5.25E-06,0.14874832,0.187845918,0.230775522,0.74,0.8,0.86,0.663798415,0.713419219,0.763281012,0.39,0.46,0.53,0.999829551,0.999834877,0.999840203,-8.99E-05
8.785858586,-3.74E-06,-4.58E-06,-5.42E-06,0.151416667,0.192012657,0.236567086,0.74,0.8,0.86,0.663961572,0.713577862,0.763437984,0.39,0.46,0.53,0.999827834,0.999833214,0.999838593,-9.08E-05
8.838383838,-3.86E-06,-4.73E-06,-5.59E-06,0.15412382,0.196246774,0.242454958,0.74,0.8,0.86,0.664125692,0.713737444,0.763595886,0.39,0.46,0.53,0.999826105,0.999831539,0.999836973,-9.17E-05
8.890909091,-3.98E-06,-4.88E-06,-5.77E-06,0.156870019,0.200548159,0.2484383,0.74,0.8,0.86,0.664290777,0.713897964,0.763754717,0.39,0.46,0.53,0.999824366,0.999829854,0.999835342,-9.26E-05
8.943434343,-4.11E-06,-5.04E-06,-5.96E-06,0.159655493,0.20491664,0.25451614,0.74,0.8,0.86,0.664456824,0.714059423,0.763914476,0.39,0.46,0.53,0.999822615,0.999828158,0.999833701,-9.35E-05
8.995959596,-4.24E-06,-5.20E-06,-6.15E-06,0.162480458,0.209351982,0.260687373,0.74,0.8,0.86,0.664623835,0.714221819,0.764075163,0.39,0.46,0.53,0.999820854,0.999826452,0.99983205,-9.45E-05
9.048484848,-4.38E-06,-5.36E-06,-6.35E-06,0.165345121,0.213853891,0.266950755,0.74,0.8,0.86,0.664791809,0.714385154,0.764236778,0.39,0.46,0.53,0.99981908,0.999824733,0.999830386,-9.54E-05
9.101010101,-4.52E-06,-5.53E-06,-6.55E-06,0.168249675,0.218422007,0.273304906,0.74,0.8,0.86,0.664960745,0.714549426,0.76439932,0.39,0.46,0.53,0.999817295,0.999823004,0.999828713,-9.64E-05
9.153535354,-4.66E-06,-5.71E-06,-6.75E-06,0.171194302,0.223055904,0.279748306,0.74,0.8,0.86,0.665130643,0.714714636,0.76456279,0.39,0.46,0.53,0.999815499,0.999821264,0.999827029,-9.73E-05
9.206060606,-4.81E-06,-5.89E-06,-6.97E-06,0.17417917,0.227755094,0.286279291,0.74,0.8,0.86,0.665301503,0.714880782,0.764727187,0.39,0.46,0.53,0.999813691,0.999819513,0.999825334,-9.83E-05
9.258585859,-4.96E-06,-6.07E-06,-7.18E-06,0.177204435,0.232519017,0.292896061,0.74,0.8,0.86,0.665473324,0.715047866,0.764892511,0.39,0.46,0.53,0.999811872,0.99981775,0.999823629,-9.92E-05
9.311111111,-5.11E-06,-6.26E-06,-7.40E-06,0.180270236,0.237347049,0.299596669,0.74,0.8,0.86,0.665646107,0.715215885,0.765058761,0.39,0.46,0.53,0.999810041,0.999815976,0.999821912,-0.000100178
9.363636364,-5.27E-06,-6.45E-06,-7.63E-06,0.183376701,0.242238495,0.30637903,0.74,0.8,0.86,0.66581985,0.715384841,0.765225938,0.39,0.46,0.53,0.999808197,0.99981419,0.999820184,-0.000101151
9.416161616,-5.43E-06,-6.65E-06,-7.87E-06,0.186523942,0.247192593,0.313240918,0.74,0.8,0.86,0.665994554,0.715554733,0.76539404,0.39,0.46,0.53,0.999806343,0.999812395,0.999818446,-0.000102128
9.468686869,-5.59E-06,-6.85E-06,-8.10E-06,0.189712054,0.252208512,0.320179967,0.74,0.8,0.86,0.666170218,0.715725561,0.765563068,0.39,0.46,0.53,0.999804477,0.999810586,0.999816696,-0.000103113
9.521212121,-5.76E-06,-7.05E-06,-8.35E-06,0.192941118,0.257285349,0.327193673,0.74,0.8,0.86,0.666346841,0.715897323,0.765733021,0.39,0.46,0.53,0.999802598,0.999808767,0.999814935,-0.000104103
9.573737374,-5.94E-06,-7.27E-06,-8.60E-06,0.196211198,0.262422135,0.334279396,0.74,0.8,0.86,0.666524424,0.716070021,0.7659039,0.39,0.46,0.53,0.999800709,0.999806936,0.999813164,-0.0001051
9.626262626,-6.11E-06,-7.48E-06,-8.85E-06,0.199522342,0.26761783,0.341434364,0.74,0.8,0.86,0.666702966,0.716243653,0.766075703,0.39,0.46,0.53,0.999798807,0.999805094,0.999811381,-0.000106103
9.678787879,-6.29E-06,-7.70E-06,-9.12E-06,0.20287458,0.272871325,0.348655674,0.74,0.8,0.86,0.666882466,0.71641822,0.766248431,0.39,0.46,0.53,0.999796894,0.99980324,0.999809587,-0.000107112
9.731313131,-6.48E-06,-7.93E-06,-9.38E-06,0.206267923,0.278181445,0.355940298,0.74,0.8,0.86,0.667062925,0.716593721,0.766422082,0.39,0.46,0.53,0.999794968,0.999801375,0.999807782,-0.000108127
9.783838384,-6.67E-06,-8.16E-06,-9.66E-06,0.209702367,0.283546945,0.363285085,0.74,0.8,0.86,0.667244341,0.716770155,0.766596658,0.39,0.46,0.53,0.99979303,0.999799497,0.999805964,-0.00010915
9.836363636,-6.86E-06,-8.40E-06,-9.94E-06,0.213177887,0.288966514,0.370686764,0.74,0.8,0.86,0.667426715,0.716947523,0.766772157,0.39,0.46,0.53,0.999791081,0.999797609,0.999804137,-0.000110177
9.888888889,-7.06E-06,-8.64E-06,-1.02E-05,0.216694439,0.294438778,0.378141955,0.74,0.8,0.86,0.667610046,0.717125824,0.76694858,0.39,0.46,0.53,0.999789119,0.999795708,0.999802297,-0.000111212
9.941414141,-7.26E-06,-8.89E-06,-1.05E-05,0.220251961,0.299962295,0.385647168,0.74,0.8,0.86,0.667794333,0.717305058,0.767125925,0.39,0.46,0.53,0.999787145,0.999793796,0.999800447,-0.000112253
9.993939394,-7.46E-06,-9.14E-06,-1.08E-05,0.22385037,0.305535564,0.393198812,0.74,0.8,0.86,0.667979577,0.717485225,0.767304193,0.39,0.46,0.53,0.999785159,0.999791872,0.999798585,-0.000113301
10.04646465,-7.67E-06,-9.40E-06,-1.11E-05,0.227489563,0.31115702,0.400793203,0.74,0.8,0.86,0.668165777,0.717666323,0.767483383,0.39,0.46,0.53,0.999783162,0.999789937,0.999796713,-0.000114354
10.0989899,-7.89E-06,-9.66E-06,-1.14E-05,0.231169417,0.316825042,0.408426565,0.74,0.8,0.86,0.668352932,0.717848353,0.767663495,0.39,0.46,0.53,0.99978115,0.999787988,0.999794827,-0.000115415
10.15151515,-8.11E-06,-9.93E-06,-1.17E-05,0.234889786,0.322537948,0.416095045,0.74,0.8,0.86,0.668541042,0.718031315,0.767844529,0.39,0.46,0.53,0.999779128,0.999786029,0.999792931,-0.000116482
10.2040404,-8.33E-06,-1.02E-05,-1.21E-05,0.238650506,0.328294005,0.423794714,0.74,0.8,0.86,0.668730106,0.718215208,0.768026484,0.39,0.46,0.53,0.999777093,0.999784058,0.999791023,-0.000117555
10.25656566,-8.56E-06,-1.05E-05,-1.24E-05,0.242451388,0.334091424,0.431521577,0.74,0.8,0.86,0.668920125,0.718400032,0.76820936,0.39,0.46,0.53,0.999775045,0.999782074,0.999789103,-0.000118635
10.30909091,-8.79E-06,-1.08E-05,-1.27E-05,0.246292223,0.339928367,0.439271581,0.74,0.8,0.86,0.669111097,0.718585786,0.768393156,0.39,0.46,0.53,0.999772985,0.999780079,0.999787172,-0.000119721
10.36161616,-9.03E-06,-1.10E-05,-1.31E-05,0.250172778,0.345802951,0.447040626,0.74,0.8,0.86,0.669303023,0.71877247,0.768577873,0.39,0.46,0.53,0.999770913,0.999778071,0.99978523,-0.000120814
10.41414141,-9.27E-06,-1.13E-05,-1.34E-05,0.254092799,0.351713244,0.454824569,0.74,0.8,0.86,0.669495902,0.718960084,0.76876351,0.39,0.46,0.53,0.999768828,0.999776051,0.999783275,-0.000121914
10.46666667,-9.51E-06,-1.16E-05,-1.38E-05,0.258052009,0.357657274,0.462619235,0.74,0.8,0.86,0.669689733,0.719148627,0.768950066,0.39,0.46,0.53,0.99976673,0.999774019,0.999781308,-0.00012302
10.51919192,-9.76E-06,-1.19E-05,-1.41E-05,0.262050106,0.36363303,0.470420426,0.74,0.8,0.86,0.669884516,0.719338099,0.769137542,0.39,0.46,0.53,0.99976462,0.999771975,0.99977933,-0.000124133
10.57171717,-1.00E-05,-1.23E-05,-1.45E-05,0.266086768,0.369638466,0.478223932,0.74,0.8,0.86,0.670080251,0.7195285,0.769325936,0.39,0.46,0.53,0.999762499,0.99976992,0.999777341,-0.000125252
10.62424242,-1.03E-05,-1.26E-05,-1.49E-05,0.270161645,0.375671503,0.486025536,0.74,0.8,0.86,0.670276936,0.71971983,0.769515249,0.39,0.46,0.53,0.999760363,0.999767851,0.999775339,-0.000126378
10.67676768,-1.05E-05,-1.29E-05,-1.53E-05,0.274274367,0.381730031,0.493821024,0.74,0.8,0.86,0.670474573,0.719912087,0.76970548,0.39,0.46,0.53,0.999758215,0.99976577,0.999773325,-0.000127511
10.72929293,-1.08E-05,-1.32E-05,-1.56E-05,0.278424538,0.387811916,0.501606198,0.74,0.8,0.86,0.670673159,0.720105271,0.769896629,0.39,0.46,0.53,0.999756054,0.999763676,0.999771299,-0.000128651
10.78181818,-1.11E-05,-1.35E-05,-1.60E-05,0.28261174,0.393915,0.509376881,0.74,0.8,0.86,0.670872695,0.720299383,0.770088695,0.39,0.46,0.53,0.999753881,0.999761572,0.999769262,-0.000129797
10.83434343,-1.13E-05,-1.39E-05,-1.64E-05,0.28683553,0.400037108,0.517128926,0.74,0.8,0.86,0.67107318,0.720494422,0.770281678,0.39,0.46,0.53,0.999751695,0.999759454,0.999767213,-0.00013095
10.88686869,-1.16E-05,-1.42E-05,-1.68E-05,0.291095439,0.406176047,0.524858228,0.74,0.8,0.86,0.671274614,0.720690387,0.770475578,0.39,0.46,0.53,0.999749496,0.999757323,0.999765151,-0.00013211
10.93939394,-1.19E-05,-1.46E-05,-1.72E-05,0.295390976,0.412329613,0.532560729,0.74,0.8,0.86,0.671476996,0.720887278,0.770670395,0.39,0.46,0.53,0.999747284,0.99975518,0.999763077,-0.000133276
10.99191919,-1.22E-05,-1.49E-05,-1.77E-05,0.299721626,0.418495592,0.540232428,0.74,0.8,0.86,0.671680326,0.721085095,0.770866127,0.39,0.46,0.53,0.99974506,0.999753026,0.999760992,-0.000134449
11.04444444,-1.25E-05,-1.53E-05,-1.81E-05,0.304086848,0.424671767,0.547869391,0.74,0.8,0.86,0.671884603,0.721283836,0.771062774,0.39,0.46,0.53,0.999742821,0.999750857,0.999758893,-0.00013563
11.0969697,-1.28E-05,-1.56E-05,-1.85E-05,0.308486079,0.430855918,0.555467755,0.74,0.8,0.86,0.672089826,0.721483503,0.771260337,0.39,0.46,0.53,0.99974057,0.999748677,0.999756783,-0.000136817
11.14949495,-1.31E-05,-1.60E-05,-1.89E-05,0.31291873,0.437045826,0.563023737,0.74,0.8,0.86,0.672295996,0.721684094,0.771458814,0.39,0.46,0.53,0.999738306,0.999746482,0.999754659,-0.000138011
11.2020202,-1.34E-05,-1.64E-05,-1.94E-05,0.317384189,0.443239279,0.570533644,0.74,0.8,0.86,0.672503111,0.721885609,0.771658206,0.39,0.46,0.53,0.99973603,0.999744278,0.999752526,-0.000139212
11.25454545,-1.37E-05,-1.68E-05,-1.98E-05,0.321881821,0.449434072,0.577993874,0.74,0.8,0.86,0.672711172,0.722088048,0.771858512,0.39,0.46,0.53,0.999733738,0.999742058,0.999750378,-0.00014042
11.30707071,-1.40E-05,-1.71E-05,-2.03E-05,0.326410967,0.455628011,0.58540093,0.74,0.8,0.86,0.672920177,0.722291409,0.772059731,0.39,0.46,0.53,0.999731436,0.999739827,0.999748219,-0.000141635
11.35959596,-1.43E-05,-1.75E-05,-2.07E-05,0.330970943,0.461818918,0.592751417,0.74,0.8,0.86,0.673130126,0.722495694,0.772261864,0.39,0.46,0.53,0.999729119,0.999737583,0.999746047,-0.000142857
11.41212121,-1.47E-05,-1.79E-05,-2.12E-05,0.335561044,0.468004634,0.600042057,0.74,0.8,0.86,0.673341019,0.7227009,0.772464909,0.39,0.46,0.53,0.999726789,0.999735326,0.999743863,-0.000144085
11.46464646,-1.50E-05,-1.83E-05,-2.17E-05,0.340180541,0.474183019,0.607269685,0.74,0.8,0.86,0.673552854,0.722907029,0.772668866,0.39,0.46,0.53,0.999724445,0.999733055,0.999741665,-0.000145322
11.51717172,-1.53E-05,-1.87E-05,-2.22E-05,0.344828684,0.480351958,0.614431261,0.74,0.8,0.86,0.673765632,0.723114079,0.772873735,0.39,0.46,0.53,0.99972209,0.999730773,0.999739457,-0.000146564
11.56969697,-1.56E-05,-1.91E-05,-2.26E-05,0.349504699,0.486509363,0.62152387,0.74,0.8,0.86,0.673979352,0.72332205,0.773079516,0.39,0.46,0.53,0.99971972,0.999728478,0.999737235,-0.000147814
11.62222222,-1.60E-05,-1.95E-05,-2.31E-05,0.354207792,0.492653173,0.628544726,0.74,0.8,0.86,0.674194013,0.723530942,0.773286208,0.39,0.46,0.53,0.999717336,0.999726168,0.999735,-0.000149071
11.67474747,-1.63E-05,-2.00E-05,-2.36E-05,0.358937145,0.498781363,0.635491178,0.74,0.8,0.86,0.674409615,0.723740754,0.77349381,0.39,0.46,0.53,0.99971494,0.999723847,0.999732754,-0.000150335
11.72727273,-1.67E-05,-2.04E-05,-2.41E-05,0.363691923,0.504891938,0.642360707,0.74,0.8,0.86,0.674626157,0.723951485,0.773702322,0.39,0.46,0.53,0.99971253,0.999721512,0.999730494,-0.000151606
11.77979798,-1.70E-05,-2.08E-05,-2.46E-05,0.368471267,0.510982943,0.649150934,0.74,0.8,0.86,0.674843638,0.724163136,0.773911744,0.39,0.46,0.53,0.999710106,0.999719164,0.999728222,-0.000152884
11.83232323,-1.74E-05,-2.12E-05,-2.51E-05,0.373274301,0.517052461,0.655859619,0.74,0.8,0.86,0.675062058,0.724375705,0.774122076,0.39,0.46,0.53,0.999707667,0.999716801,0.999725935,-0.000154171
11.88484848,-1.77E-05,-2.17E-05,-2.56E-05,0.378100128,0.523098614,0.662484663,0.74,0.8,0.86,0.675281417,0.724589193,0.774333316,0.39,0.46,0.53,0.999705217,0.999714427,0.999723638,-0.000155463
11.93737374,-1.81E-05,-2.21E-05,-2.62E-05,0.382947833,0.52911957,0.669024107,0.74,0.8,0.86,0.675501713,0.724803598,0.774545465,0.39,0.46,0.53,0.999702751,0.999712039,0.999721327,-0.000156763
11.98989899,-1.84E-05,-2.26E-05,-2.67E-05,0.387816482,0.535113538,0.675476134,0.74,0.8,0.86,0.675722947,0.725018921,0.774758521,0.39,0.46,0.53,0.999700272,0.999709638,0.999719003,-0.000158071
12.04242424,-1.88E-05,-2.30E-05,-2.72E-05,0.392705124,0.541078776,0.68183907,0.74,0.8,0.86,0.675945117,0.72523516,0.774972485,0.39,0.46,0.53,0.99969778,0.999707223,0.999716666,-0.000159385
12.09494949,-1.92E-05,-2.35E-05,-2.78E-05,0.397612793,0.547013587,0.688111378,0.74,0.8,0.86,0.676168222,0.725452316,0.775187356,0.39,0.46,0.53,0.999695275,0.999704796,0.999714317,-0.000160707
12.14747475,-1.95E-05,-2.39E-05,-2.83E-05,0.402538505,0.552916326,0.694291666,0.74,0.8,0.86,0.676392263,0.725670388,0.775403133,0.39,0.46,0.53,0.999692753,0.999702353,0.999711953,-0.000162037
12.2,-1.99E-05,-2.44E-05,-2.88E-05,0.407481262,0.558785394,0.700378676,0.74,0.8,0.86,0.676617239,0.725889376,0.775619817,0.39,0.46,0.53,0.999690219,0.999699899,0.999709578,-0.000163373
12.36955653,0.034565067,0.042291406,0.050027943,0.423541128,0.577483491,0.719379152,0.74,0.8,0.86,0.677349851,0.726602528,0.776325469,0.39,0.46,0.53,0.999681943,0.999691881,0.999701819,0.273969151
12.74314628,0.03731199,0.045648021,0.053995629,0.459340747,0.617158217,0.757656647,0.74,0.8,0.86,0.678998271,0.728207402,0.777913478,0.39,0.46,0.53,0.999663184,0.999673708,0.999684231,0.276098633
13.11673606,0.03738687,0.04573521,0.054095725,0.495387697,0.654412719,0.790967458,0.74,0.8,0.86,0.680693571,0.729858284,0.779547035,0.39,0.46,0.53,0.999643691,0.999654823,0.999665956,0.260293021
13.49032576,0.039439157,0.048241023,0.057056338,0.531279654,0.688967722,0.81948381,0.74,0.8,0.86,0.682435474,0.73155497,0.781225946,0.39,0.46,0.53,0.999623445,0.999635211,0.999646976,0.260184431
13.86391553,0.041301512,0.050513967,0.059741137,0.566621178,0.720669715,0.843554554,0.74,0.8,0.86,0.684223681,0.73329724,0.782950004,0.39,0.46,0.53,0.999602427,0.999614849,0.999627271,0.259845162
14.23750526,0.041865405,0.051198451,0.060547052,0.601040831,0.74947321,0.863632486,0.74,0.8,0.86,0.686057867,0.735084862,0.784718988,0.39,0.46,0.53,0.999580618,0.999593721,0.999606824,0.252634056
14.61109501,0.043016004,0.052600153,0.062200933,0.634206186,0.775419915,0.880214421,0.74,0.8,0.86,0.687937681,0.736917586,0.786532667,0.39,0.46,0.53,0.999557996,0.999571806,0.999585616,0.250247252
14.98468476,0.042977596,0.052547729,0.062135119,0.665835373,0.798617592,0.89379712,0.74,0.8,0.86,0.68986274,0.738795146,0.788390792,0.39,0.46,0.53,0.999534542,0.999549084,0.999563627,0.242124704
15.35827454,0.044116554,0.053934648,0.063771101,0.695704523,0.819220619,0.904848447,0.74,0.8,0.86,0.691832628,0.74071726,0.790293101,0.39,0.46,0.53,0.999510234,0.999525536,0.999540837,0.241642209
15.73186426,0.043939444,0.053712436,0.06350434,0.723650901,0.837413232,0.913791034,0.74,0.8,0.86,0.693846894,0.742683625,0.792239317,0.39,0.46,0.53,0.999485049,0.999501137,0.999517225,0.23480107
16.10545401,0.044062742,0.053857414,0.06367166,0.749572071,0.853395871,0.920995232,0.74,0.8,0.86,0.695905045,0.744693917,0.794229146,0.39,0.46,0.53,0.999458966,0.999475869,0.999492772,0.230407716
16.47904376,0.044908935,0.05488582,0.064883253,0.773421739,0.86737453,0.926778263,0.74,0.8,0.86,0.698006545,0.746747792,0.796262276,0.39,0.46,0.53,0.99943196,0.999449707,0.999467453,0.230393796
16.85263349,0.045416365,0.055500004,0.065604999,0.795203226,0.879552869,0.931407171,0.74,0.8,0.86,0.700150805,0.748844883,0.79833838,0.39,0.46,0.53,0.999404008,0.999422628,0.999441247,0.229109026
17.22622324,0.044951427,0.054925909,0.064922066,0.814961488,0.890126637,0.93510378,0.74,0.8,0.86,0.702337184,0.750984797,0.800457109,0.39,0.46,0.53,0.999375088,0.999394611,0.999414134,0.22341354
17.59981299,0.044845425,0.054790471,0.064757638,0.832774547,0.899279981,0.938050447,0.74,0.8,0.86,0.704564976,0.753167112,0.802618098,0.39,0.46,0.53,0.999345174,0.999365631,0.999386088,0.21996143
17.97340274,0.044920815,0.054876668,0.064855131,0.848745071,0.907183242,0.940395879,0.74,0.8,0.86,0.706833408,0.755391379,0.804820959,0.39,0.46,0.53,0.99931424,0.999335663,0.999357086,0.217751664
18.3469925,0.044038642,0.053793206,0.06357033,0.862992591,0.913991861,0.942260577,0.74,0.8,0.86,0.709141623,0.757657114,0.807065282,0.39,0.46,0.53,0.999282259,0.99930468,0.999327102,0.211235375
18.72058225,0.044805878,0.054724552,0.064666522,0.875646694,0.919846117,0.943741703,0.74,0.8,0.86,0.711488679,0.759963798,0.809350636,0.39,0.46,0.53,0.999249202,0.999272657,0.999296111,0.212883652
19.094172,0.043181087,0.052734517,0.06231066,0.88684135,0.924871436,0.944917292,0.74,0.8,0.86,0.713873529,0.762310873,0.811676565,0.39,0.46,0.53,0.99921504,0.999239561,0.999264082,0.203406137
19.46776172,0.044641442,0.054512284,0.064406802,0.896710379,0.929179095,0.946250163,0.74,0.8,0.86,0.716295008,0.764697732,0.814042587,0.39,0.46,0.53,0.999179737,0.99920536,0.999230983,0.208642401
19.84135147,0.044423846,0.054241018,0.064081859,0.905384029,0.932867171,0.948281286,0.74,0.8,0.86,0.71875182,0.76712372,0.816448193,0.39,0.46,0.53,0.999143259,0.999170021,0.999196784,0.206136738
