mass_eV,chi,q_disc,probability
0.0162,2.212e-12,557.7214973163407,0.0
0.0162,2.807e-12,557.7214973163407,0.0
0.0162,3.562e-12,557.7214973163407,0.0
0.0162,4.52e-12,557.7214973163407,0.0
0.0162,5.736e-12,557.7214973163407,0.0
0.0162,7.279e-12,557.7214973163407,0.0
0.0162,9.237e-12,557.7214973163407,0.012987012987012988
0.0162,1.1721e-11,557.7214973163407,0.023976023976023976
0.0162,1.4874e-11,557.7214973163407,0.1008991008991009
0.0162,1.8874e-11,557.7214973163407,0.4245754245754246
0.0162,2.395e-11,557.7214973163407,0.8441558441558441
0.0162,3.0392e-11,557.7214973163407,1.0
0.0162,3.8566e-11,557.7214973163407,1.0
0.0162,4.8939e-11,557.7214973163407,1.0
0.0162,6.2102e-11,557.7214973163407,1.0
0.0162,7.8805e-11,557.7214973163407,1.0
0.0162,1e-10,557.7214973163407,1.0
0.0168,1e-13,396.4071260866972,0.0
0.0168,1.27e-13,396.4071260866972,0.0
0.0168,1.61e-13,396.4071260866972,0.0
0.0168,2.04e-13,396.4071260866972,0.0
0.0168,2.59e-13,396.4071260866972,0.0
0.0168,3.29e-13,396.4071260866972,0.0
0.0168,4.17e-13,396.4071260866972,0.0
0.0168,5.3e-13,396.4071260866972,0.0
0.0168,6.72e-13,396.4071260866972,0.013986013986013986
0.0168,8.53e-13,396.4071260866972,0.0
0.0168,1.083e-12,396.4071260866972,0.0
0.0168,1.374e-12,396.4071260866972,0.0
0.0168,1.743e-12,396.4071260866972,0.0
0.0168,2.212e-12,396.4071260866972,0.0
0.0168,2.807e-12,396.4071260866972,0.0
0.0168,3.562e-12,396.4071260866972,0.0
0.0168,4.52e-12,396.4071260866972,0.011988011988011988
0.0168,5.736e-12,396.4071260866972,0.0
0.0168,7.279e-12,396.4071260866972,0.022977022977022976
0.0168,9.237e-12,396.4071260866972,0.04295704295704296
0.0168,1.1721e-11,396.4071260866972,0.10989010989010989
0.0168,1.4874e-11,396.4071260866972,0.2957042957042957
0.0168,1.8874e-11,396.4071260866972,0.6343656343656343
0.0168,2.395e-11,396.4071260866972,0.9440559440559441
0.0168,3.0392e-11,396.4071260866972,1.0
0.0168,3.8566e-11,396.4071260866972,1.0
0.0168,4.8939e-11,396.4071260866972,1.0
0.0168,6.2102e-11,396.4071260866972,1.0
0.0168,7.8805e-11,396.4071260866972,1.0
0.0168,1e-10,396.4071260866972,1.0
0.0175,1e-13,429.953063355726,0.0
0.0175,1.27e-13,429.953063355726,0.0
0.0175,1.61e-13,429.953063355726,0.0
0.0175,2.04e-13,429.953063355726,0.0
0.0175,2.59e-13,429.953063355726,0.0
0.0175,3.29e-13,429.953063355726,0.0
0.0175,4.17e-13,429.953063355726,0.0
0.0175,5.3e-13,429.953063355726,0.0
0.0175,6.72e-13,429.953063355726,0.0
0.0175,8.53e-13,429.953063355726,0.0
0.0175,1.083e-12,429.953063355726,0.0
0.0175,1.374e-12,429.953063355726,0.0
0.0175,1.743e-12,429.953063355726,0.0
0.0175,2.212e-12,429.953063355726,0.0
0.0175,2.807e-12,429.953063355726,0.0
0.0175,3.562e-12,429.953063355726,0.01098901098901099
0.0175,4.52e-12,429.953063355726,0.0
0.0175,5.736e-12,429.953063355726,0.0
0.0175,7.279e-12,429.953063355726,0.0
0.0175,9.237e-12,429.953063355726,0.022977022977022976
0.0175,1.1721e-11,429.953063355726,0.07692307692307693
0.0175,1.4874e-11,429.953063355726,0.26073926073926074
0.0175,1.8874e-11,429.953063355726,0.6573426573426573
0.0175,2.395e-11,429.953063355726,0.965034965034965
0.0175,3.0392e-11,429.953063355726,1.0
0.0175,3.8566e-11,429.953063355726,1.0
0.0175,4.8939e-11,429.953063355726,1.0
0.0175,6.2102e-11,429.953063355726,1.0
0.0175,7.8805e-11,429.953063355726,1.0
0.0175,1e-10,429.953063355726,1.0
0.0181,1e-13,534.7941028093754,0.0
0.0181,1.27e-13,534.7941028093754,0.0
0.0181,1.61e-13,534.7941028093754,0.0
0.0181,2.04e-13,534.7941028093754,0.0
0.0181,2.59e-13,534.7941028093754,0.0
0.0181,3.29e-13,534.7941028093754,0.0
0.0181,4.17e-13,534.7941028093754,0.0
0.0181,5.3e-13,534.7941028093754,0.0
0.0181,6.72e-13,534.7941028093754,0.0
0.0181,8.53e-13,534.7941028093754,0.0
0.0181,1.083e-12,534.7941028093754,0.0
0.0181,1.374e-12,534.7941028093754,0.0
0.0181,1.743e-12,534.7941028093754,0.0
0.0181,2.212e-12,534.7941028093754,0.0
0.0181,2.807e-12,534.7941028093754,0.0
