mass_eV,chi,q_disc,probability
0.0252,1.8874e-11,147.6292825753374,1.0
0.0252,2.395e-11,147.6292825753374,1.0
0.0252,3.0392e-11,147.6292825753374,1.0
0.0252,3.8566e-11,147.6292825753374,1.0
0.0252,4.8939e-11,147.6292825753374,1.0
0.0252,6.2102e-11,147.6292825753374,1.0
0.0252,7.8805e-11,147.6292825753374,1.0
0.0252,1e-10,147.6292825753374,1.0
0.0262,1e-13,103.23366514456352,0.0
0.0262,1.27e-13,103.23366514456352,0.0
0.0262,1.61e-13,103.23366514456352,0.0
0.0262,2.04e-13,103.23366514456352,0.0
0.0262,2.59e-13,103.23366514456352,0.0
0.0262,3.29e-13,103.23366514456352,0.0
0.0262,4.17e-13,103.23366514456352,0.0
0.0262,5.3e-13,103.23366514456352,0.0
0.0262,6.72e-13,103.23366514456352,0.0
0.0262,8.53e-13,103.23366514456352,0.0
0.0262,1.083e-12,103.23366514456352,0.0
0.0262,1.374e-12,103.23366514456352,0.0
0.0262,1.743e-12,103.23366514456352,0.0
0.0262,2.212e-12,103.23366514456352,0.015984015984015984
0.0262,2.807e-12,103.23366514456352,0.011988011988011988
0.0262,3.562e-12,103.23366514456352,0.014985014985014986
0.0262,4.52e-12,103.23366514456352,0.028971028971028972
0.0262,5.736e-12,103.23366514456352,0.058941058941058944
0.0262,7.279e-12,103.23366514456352,0.1958041958041958
0.0262,9.237e-12,103.23366514456352,0.5024975024975025
0.0262,1.1721e-11,103.23366514456352,0.913086913086913
0.0262,1.4874e-11,103.23366514456352,1.0
0.0262,1.8874e-11,103.23366514456352,1.0
0.0262,2.395e-11,103.23366514456352,1.0
0.0262,3.0392e-11,103.23366514456352,1.0
0.0262,3.8566e-11,103.23366514456352,1.0
0.0262,4.8939e-11,103.23366514456352,1.0
0.0262,6.2102e-11,103.23366514456352,1.0
0.0262,7.8805e-11,103.23366514456352,1.0
0.0262,1e-10,103.23366514456352,1.0
0.0272,1e-13,94.61030705245005,0.0
0.0272,1.27e-13,94.61030705245005,0.0
0.0272,1.61e-13,94.61030705245005,0.0
0.0272,2.04e-13,94.61030705245005,0.0
0.0272,2.59e-13,94.61030705245005,0.0
0.0272,3.29e-13,94.61030705245005,0.0
0.0272,4.17e-13,94.61030705245005,0.0
0.0272,5.3e-13,94.61030705245005,0.0
0.0272,6.72e-13,94.61030705245005,0.0
0.0272,8.53e-13,94.61030705245005,0.0
0.0272,1.083e-12,94.61030705245005,0.0
0.0272,1.374e-12,94.61030705245005,0.0
0.0272,1.743e-12,94.61030705245005,0.0
0.0272,2.212e-12,94.61030705245005,0.0
0.0272,2.807e-12,94.61030705245005,0.0
0.0272,3.562e-12,94.61030705245005,0.0
0.0272,4.52e-12,94.61030705245005,0.023976023976023976
0.0272,5.736e-12,94.61030705245005,0.057942057942057944
0.0272,7.279e-12,94.61030705245005,0.2087912087912088
0.0272,9.237e-12,94.61030705245005,0.6003996003996004
0.0272,1.1721e-11,94.61030705245005,0.955044955044955
0.0272,1.4874e-11,94.61030705245005,1.0
0.0272,1.8874e-11,94.61030705245005,1.0
0.0272,2.395e-11,94.61030705245005,1.0
0.0272,3.0392e-11,94.61030705245005,1.0
0.0272,3.8566e-11,94.61030705245005,1.0
0.0272,4.8939e-11,94.61030705245005,1.0
0.0272,6.2102e-11,94.61030705245005,1.0
0.0272,7.8805e-11,94.61030705245005,1.0
0.0272,1e-10,94.61030705245005,1.0
0.0282,1e-13,65.99718894100974,0.0
0.0282,1.27e-13,65.99718894100974,0.0
0.0282,1.61e-13,65.99718894100974,0.0
0.0282,2.04e-13,65.99718894100974,0.0
0.0282,2.59e-13,65.99718894100974,0.01098901098901099
0.0282,3.29e-13,65.99718894100974,0.0
0.0282,4.17e-13,65.99718894100974,0.0
0.0282,5.3e-13,65.99718894100974,0.0
0.0282,6.72e-13,65.99718894100974,0.0
0.0282,8.53e-13,65.99718894100974,0.0
0.0282,1.083e-12,65.99718894100974,0.0
0.0282,1.374e-12,65.99718894100974,0.0
0.0282,1.743e-12,65.99718894100974,0.0
0.0282,2.212e-12,65.99718894100974,0.0
0.0282,2.807e-12,65.99718894100974,0.011988011988011988
0.0282,3.562e-12,65.99718894100974,0.016983016983016984
0.0282,4.52e-12,65.99718894100974,0.04795204795204795
0.0282,5.736e-12,65.99718894100974,0.13586413586413587
0.0282,7.279e-12,65.99718894100974,0.36663336663336665
0.0282,9.237e-12,65.99718894100974,0.8421578421578422
0.0282,1.1721e-11,65.99718894100974,1.0
0.0282,1.4874e-11,65.99718894100974,1.0
0.0282,1.8874e-11,65.99718894100974,1.0
0.0282,2.395e-11,65.99718894100974,1.0
0.0282,3.0392e-11,65.99718894100974,1.0
0.0282,3.8566e-11,65.99718894100974,1.0
0.0282,4.8939e-11,65.99718894100974,1.0
0.0282,6.2102e-11,65.99718894100974,1.0
0.0282,7.8805e-11,65.99718894100974,1.0
0.0282,1e-10,65.99718894100974,1.0
0.0293,1e-13,62.14440311741855,0.0
0.0293,1.27e-13,62.14440311741855,0.0
0.0293,1.61e-13,62.14440311741855,0.0
0.0293,2.04e-13,62.14440311741855,0.0
0.0293,2.59e-13,62.14440311741855,0.0
0.0293,3.29e-13,62.14440311741855,0.0
0.0293,4.17e-13,62.14440311741855,0.0
0.0293,5.3e-13,62.14440311741855,0.0
0.0293,6.72e-13,62.14440311741855,0.0
0.0293,8.53e-13,62.14440311741855,0.0
0.0293,1.083e-12,62.14440311741855,0.0
0.0293,1.374e-12,62.14440311741855,0.0
0.0293,1.743e-12,62.14440311741855,0.0
0.0293,2.212e-12,62.14440311741855,0.0
0.0293,2.807e-12,62.14440311741855,0.0
0.0293,3.562e-12,62.14440311741855,0.011988011988011988
0.0293,4.52e-12,62.14440311741855,0.030969030969030968
0.0293,5.736e-12,62.14440311741855,0.14485514485514486
0.0293,7.279e-12,62.14440311741855,0.4405594405594406
0.0293,9.237e-12,62.14440311741855,0.8781218781218781
0.0293,1.1721e-11,62.14440311741855,1.0
0.0293,1.4874e-11,62.14440311741855,1.0
0.0293,1.8874e-11,62.14440311741855,1.0
0.0293,2.395e-11,62.14440311741855,1.0
0.0293,3.0392e-11,62.14440311741855,1.0
0.0293,3.8566e-11,62.14440311741855,1.0
0.0293,4.8939e-11,62.14440311741855,1.0
0.0293,6.2102e-11,62.14440311741855,1.0
0.0293,7.8805e-11,62.14440311741855,1.0
0.0293,1e-10,62.14440311741855,1.0
0.0296,1e-13,54.608853794377275,0.0
0.0296,1.27e-13,54.608853794377275,0.0
0.0296,1.61e-13,54.608853794377275,0.0
0.0296,2.04e-13,54.608853794377275,0.0
0.0296,2.59e-13,54.608853794377275,0.0
0.0296,3.29e-13,54.608853794377275,0.0
0.0296,4.17e-13,54.608853794377275,0.0
0.0296,5.3e-13,54.608853794377275,0.0
0.0296,6.72e-13,54.608853794377275,0.0
0.0296,8.53e-13,54.608853794377275,0.0
0.0296,1.083e-12,54.608853794377275,0.0
0.0296,1.374e-12,54.608853794377275,0.0
0.0296,1.743e-12,54.608853794377275,0.0
0.0296,2.212e-12,54.608853794377275,0.0
0.0296,2.807e-12,54.608853794377275,0.0
0.0296,3.562e-12,54.608853794377275,0.02097902097902098
0.0296,4.52e-12,54.608853794377275,0.060939060939060936
0.0296,5.736e-12,54.608853794377275,0.17382617382617382
0.0296,7.279e-12,54.608853794377275,0.5194805194805194
0.0296,9.237e-12,54.608853794377275,0.9140859140859141
0.0296,1.1721e-11,54.608853794377275,1.0
0.0296,1.4874e-11,54.608853794377275,1.0
0.0296,1.8874e-11,54.608853794377275,1.0
0.0296,2.395e-11,54.608853794377275,1.0
0.0296,3.0392e-11,54.608853794377275,1.0
0.0296,3.8566e-11,54.608853794377275,1.0
0.0296,4.8939e-11,54.608853794377275,1.0
0.0296,6.2102e-11,54.608853794377275,1.0
0.0296,7.8805e-11,54.608853794377275,1.0
0.0296,1e-10,54.608853794377275,1.0
0.0304,1e-13,47.66293703470396,0.0
0.0304,1.27e-13,47.66293703470396,0.0
0.0304,1.61e-13,47.66293703470396,0.0
0.0304,2.04e-13,47.66293703470396,0.0
0.0304,2.59e-13,47.66293703470396,0.0
0.0304,3.29e-13,47.66293703470396,0.0
0.0304,4.17e-13,47.66293703470396,0.0
0.0304,5.3e-13,47.66293703470396,0.0
0.0304,6.72e-13,47.66293703470396,0.0
0.0304,8.53e-13,47.66293703470396,0.0
0.0304,1.083e-12,47.66293703470396,0.0
0.0304,1.374e-12,47.66293703470396,0.0
0.0304,1.743e-12,47.66293703470396,0.0
0.0304,2.212e-12,47.66293703470396,0.0
0.0304,2.807e-12,47.66293703470396,0.011988011988011988
0.0304,3.562e-12,47.66293703470396,0.023976023976023976
0.0304,4.52e-12,47.66293703470396,0.057942057942057944
0.0304,5.736e-12,47.66293703470396,0.16983016983016982
0.0304,7.279e-12,47.66293703470396,0.5814185814185814
0.0304,9.237e-12,47.66293703470396,0.9310689310689311
0.0304,1.1721e-11,47.66293703470396,1.0
0.0304,1.4874e-11,47.66293703470396,1.0
0.0304,1.8874e-11,47.66293703470396,1.0
0.0304,2.395e-11,47.66293703470396,1.0
0.0304,3.0392e-11,47.66293703470396,1.0
0.0304,3.8566e-11,47.66293703470396,1.0
0.0304,4.8939e-11,47.66293703470396,1.0
0.0304,6.2102e-11,47.66293703470396,1.0
0.0304,7.8805e-11,47.66293703470396,1.0
0.0304,1e-10,47.66293703470396,1.0
0.0315,1e-13,38.21705048561872,0.0
0.0315,1.27e-13,38.21705048561872,0.0
0.0315,1.61e-13,38.21705048561872,0.0
0.0315,2.04e-13,38.21705048561872,0.0
0.0315,2.59e-13,38.21705048561872,0.0
0.0315,3.29e-13,38.21705048561872,0.0
0.0315,4.17e-13,38.21705048561872,0.0
0.0315,5.3e-13,38.21705048561872,0.0
0.0315,6.72e-13,38.21705048561872,0.0
0.0315,8.53e-13,38.21705048561872,0.0
0.0315,1.083e-12,38.21705048561872,0.0
0.0315,1.374e-12,38.21705048561872,0.0
0.0315,1.743e-12,38.21705048561872,0.0
0.0315,2.212e-12,38.21705048561872,0.0
0.0315,2.807e-12,38.21705048561872,0.015984015984015984
0.0315,3.562e-12,38.21705048561872,0.03496503496503497
0.0315,4.52e-12,38.21705048561872,0.0919080919080919
0.0315,5.736e-12,38.21705048561872,0.2947052947052947
0.0315,7.279e-12,38.21705048561872,0.7222777222777222
0.0315,9.237e-12,38.21705048561872,0.9760239760239761
0.0315,1.1721e-11,38.21705048561872,1.0
0.0315,1.4874e-11,38.21705048561872,1.0
0.0315,1.8874e-11,38.21705048561872,1.0
0.0315,2.395e-11,38.21705048561872,1.0
0.0315,3.0392e-11,38.21705048561872,1.0
0.0315,3.8566e-11,38.21705048561872,1.0
0.0315,4.8939e-11,38.21705048561872,1.0
0.0315,6.2102e-11,38.21705048561872,1.0
0.0315,7.8805e-11,38.21705048561872,1.0
0.0315,1e-10,38.21705048561872,1.0
0.0323,1e-13,35.23132802596091,0.0
0.0323,1.27e-13,35.23132802596091,0.0
0.0323,1.61e-13,35.23132802596091,0.0
0.0323,2.04e-13,35.23132802596091,0.0
0.0323,2.59e-13,35.23132802596091,0.0
0.0323,3.29e-13,35.23132802596091,0.0
0.0323,4.17e-13,35.23132802596091,0.0
0.0323,5.3e-13,35.23132802596091,0.0
0.0323,6.72e-13,35.23132802596091,0.0
0.0323,8.53e-13,35.23132802596091,0.0
0.0323,1.083e-12,35.23132802596091,0.0
0.0323,1.374e-12,35.23132802596091,0.0
0.0323,1.743e-12,35.23132802596091,0.0
0.0323,2.212e-12,35.23132802596091,0.0
0.0323,2.807e-12,35.23132802596091,0.011988011988011988
0.0323,3.562e-12,35.23132802596091,0.03996003996003996
0.0323,4.52e-12,35.23132802596091,0.0969030969030969
0.0323,5.736e-12,35.23132802596091,0.36863136863136864
0.0323,7.279e-12,35.23132802596091,0.8131868131868132
0.0323,9.237e-12,35.23132802596091,1.0
0.0323,1.1721e-11,35.23132802596091,1.0
0.0323,1.4874e-11,35.23132802596091,1.0
0.0323,1.8874e-11,35.23132802596091,1.0
0.0323,2.395e-11,35.23132802596091,1.0
0.0323,3.0392e-11,35.23132802596091,1.0
0.0323,3.8566e-11,35.23132802596091,1.0
0.0323,4.8939e-11,35.23132802596091,1.0
0.0323,6.2102e-11,35.23132802596091,1.0
0.0323,7.8805e-11,35.23132802596091,1.0
0.0323,1e-10,35.23132802596091,1.0
0.0327,1e-13,32.70639404700228,0.0
0.0327,1.27e-13,32.70639404700228,0.0
0.0327,1.61e-13,32.70639404700228,0.0
0.0327,2.04e-13,32.70639404700228,0.0
0.0327,2.59e-13,32.70639404700228,0.0
0.0327,3.29e-13,32.70639404700228,0.0
0.0327,4.17e-13,32.70639404700228,0.0
0.0327,5.3e-13,32.70639404700228,0.0
0.0327,6.72e-13,32.70639404700228,0.0
0.0327,8.53e-13,32.70639404700228,0.0
0.0327,1.083e-12,32.70639404700228,0.0
0.0327,1.374e-12,32.70639404700228,0.0
0.0327,1.743e-12,32.70639404700228,0.0
0.0327,2.212e-12,32.70639404700228,0.0
0.0327,2.807e-12,32.70639404700228,0.0
0.0327,3.562e-12,32.70639404700228,0.04295704295704296
0.0327,4.52e-12,32.70639404700228,0.11488511488511488
0.0327,5.736e-12,32.70639404700228,0.3966033966033966
0.0327,7.279e-12,32.70639404700228,0.8211788211788211
0.0327,9.237e-12,32.70639404700228,1.0
0.0327,1.1721e-11,32.70639404700228,1.0
0.0327,1.4874e-11,32.70639404700228,1.0
0.0327,1.8874e-11,32.70639404700228,1.0
0.0327,2.395e-11,32.70639404700228,1.0
0.0327,3.0392e-11,32.70639404700228,1.0
0.0327,3.8566e-11,32.70639404700228,1.0
0.0327,4.8939e-11,32.70639404700228,1.0
0.0327,6.2102e-11,32.70639404700228,1.0
0.0327,7.8805e-11,32.70639404700228,1.0
0.0327,1e-10,32.70639404700228,1.0
0.0339,1e-13,35.40300718986543,0.0
0.0339,1.27e-13,35.40300718986543,0.0
0.0339,1.61e-13,35.40300718986543,0.0
0.0339,2.04e-13,35.40300718986543,0.0
0.0339,2.59e-13,35.40300718986543,0.0
0.0339,3.29e-13,35.40300718986543,0.0
0.0339,4.17e-13,35.40300718986543,0.0
0.0339,5.3e-13,35.40300718986543,0.0
0.0339,6.72e-13,35.40300718986543,0.0
0.0339,8.53e-13,35.40300718986543,0.0
0.0339,1.083e-12,35.40300718986543,0.0
0.0339,1.374e-12,35.40300718986543,0.0
0.0339,1.743e-12,35.40300718986543,0.0
0.0339,2.212e-12,35.40300718986543,0.0
0.0339,2.807e-12,35.40300718986543,0.013986013986013986
0.0339,3.562e-12,35.40300718986543,0.022977022977022976
0.0339,4.52e-12,35.40300718986543,0.1018981018981019
0.0339,5.736e-12,35.40300718986543,0.42857142857142855
0.0339,7.279e-12,35.40300718986543,0.8591408591408591
0.0339,9.237e-12,35.40300718986543,1.0
0.0339,1.1721e-11,35.40300718986543,1.0
0.0339,1.4874e-11,35.40300718986543,1.0
0.0339,1.8874e-11,35.40300718986543,1.0
0.0339,2.395e-11,35.40300718986543,1.0
0.0339,3.0392e-11,35.40300718986543,1.0
0.0339,3.8566e-11,35.40300718986543,1.0
0.0339,4.8939e-11,35.40300718986543,1.0
0.0339,6.2102e-11,35.40300718986543,1.0
0.0339,7.8805e-11,35.40300718986543,1.0
0.0339,1e-10,35.40300718986543,1.0
0.0352,1e-13,28.269215693621657,0.0
0.0352,1.27e-13,28.269215693621657,0.0
0.0352,1.61e-13,28.269215693621657,0.0
0.0352,2.04e-13,28.269215693621657,0.0
0.0352,2.59e-13,28.269215693621657,0.0
0.0352,3.29e-13,28.269215693621657,0.0
0.0352,4.17e-13,28.269215693621657,0.0
0.0352,5.3e-13,28.269215693621657,0.0
0.0352,6.72e-13,28.269215693621657,0.0
0.0352,8.53e-13,28.269215693621657,0.0
0.0352,1.083e-12,28.269215693621657,0.0
0.0352,1.374e-12,28.269215693621657,0.0
0.0352,1.743e-12,28.269215693621657,0.0
0.0352,2.212e-12,28.269215693621657,0.0
0.0352,2.807e-12,28.269215693621657,0.015984015984015984
0.0352,3.562e-12,28.269215693621657,0.04795204795204795
0.0352,4.52e-12,28.269215693621657,0.1938061938061938
0.0352,5.736e-12,28.269215693621657,0.5974025974025974
0.0352,7.279e-12,28.269215693621657,0.9660339660339661
0.0352,9.237e-12,28.269215693621657,1.0
0.0352,1.1721e-11,28.269215693621657,1.0
0.0352,1.4874e-11,28.269215693621657,1.0
0.0352,1.8874e-11,28.269215693621657,1.0
0.0352,2.395e-11,28.269215693621657,1.0
0.0352,3.0392e-11,28.269215693621657,1.0
0.0352,3.8566e-11,28.269215693621657,1.0
0.0352,4.8939e-11,28.269215693621657,1.0
0.0352,6.2102e-11,28.269215693621657,1.0
0.0352,7.8805e-11,28.269215693621657,1.0
0.0352,1e-10,28.269215693621657,1.0
0.0365,1e-13,24.464957902462046,0.0
0.0365,1.27e-13,24.464957902462046,0.0
0.0365,1.61e-13,24.464957902462046,0.0
0.0365,2.04e-13,24.464957902462046,0.0
0.0365,2.59e-13,24.464957902462046,0.0
0.0365,3.29e-13,24.464957902462046,0.0
0.0365,4.17e-13,24.464957902462046,0.0
0.0365,5.3e-13,24.464957902462046,0.0
0.0365,6.72e-13,24.464957902462046,0.0
0.0365,8.53e-13,24.464957902462046,0.0
0.0365,1.083e-12,24.464957902462046,0.0
0.0365,1.374e-12,24.464957902462046,0.0
0.0365,1.743e-12,24.464957902462046,0.0
0.0365,2.212e-12,24.464957902462046,0.0
0.0365,2.807e-12,24.464957902462046,0.015984015984015984
0.0365,3.562e-12,24.464957902462046,0.058941058941058944
0.0365,4.52e-12,24.464957902462046,0.26973026973026976
0.0365,5.736e-12,24.464957902462046,0.7212787212787213
0.0365,7.279e-12,24.464957902462046,0.9790209790209791
0.0365,9.237e-12,24.464957902462046,1.0
0.0365,1.1721e-11,24.464957902462046,1.0
0.0365,1.4874e-11,24.464957902462046,1.0
0.0365,1.8874e-11,24.464957902462046,1.0
0.0365,2.395e-11,24.464957902462046,1.0
0.0365,3.0392e-11,24.464957902462046,1.0
0.0365,3.8566e-11,24.464957902462046,1.0
0.0365,4.8939e-11,24.464957902462046,1.0
0.0365,6.2102e-11,24.464957902462046,1.0
0.0365,7.8805e-11,24.464957902462046,1.0
0.0365,1e-10,24.464957902462046,1.0
0.0379,1e-13,16.43175718191946,0.0
0.0379,1.27e-13,16.43175718191946,0.0
0.0379,1.61e-13,16.43175718191946,0.0
0.0379,2.04e-13,16.43175718191946,0.0
0.0379,2.59e-13,16.43175718191946,0.0
0.0379,3.29e-13,16.43175718191946,0.0
0.0379,4.17e-13,16.43175718191946,0.0
0.0379,5.3e-13,16.43175718191946,0.0
0.0379,6.72e-13,16.43175718191946,0.0
0.0379,8.53e-13,16.43175718191946,0.0
0.0379,1.083e-12,16.43175718191946,0.0
0.0379,1.374e-12,16.43175718191946,0.0
0.0379,1.743e-12,16.43175718191946,0.01098901098901099
0.0379,2.212e-12,16.43175718191946,0.01998001998001998
0.0379,2.807e-12,16.43175718191946,0.03896103896103896
0.0379,3.562e-12,16.43175718191946,0.15284715284715283
0.0379,4.52e-12,16.43175718191946,0.4945054945054945
0.0379,5.736e-12,16.43175718191946,0.929070929070929
0.0379,7.279e-12,16.43175718191946,1.0
0.0379,9.237e-12,16.43175718191946,1.0
0.0379,1.1721e-11,16.43175718191946,1.0
0.0379,1.4874e-11,16.43175718191946,1.0
0.0379,1.8874e-11,16.43175718191946,1.0
0.0379,2.395e-11,16.43175718191946,1.0
0.0379,3.0392e-11,16.43175718191946,1.0
0.0379,3.8566e-11,16.43175718191946,1.0
0.0379,4.8939e-11,16.43175718191946,1.0
0.0379,6.2102e-11,16.43175718191946,1.0
0.0379,7.8805e-11,16.43175718191946,1.0
0.0379,1e-10,16.43175718191946,1.0
0.0393,1e-13,15.52816739731694,0.0
0.0393,1.27e-13,15.52816739731694,0.0
0.0393,1.61e-13,15.52816739731694,0.0
0.0393,2.04e-13,15.52816739731694,0.0
0.0393,2.59e-13,15.52816739731694,0.0
0.0393,3.29e-13,15.52816739731694,0.0
0.0393,4.17e-13,15.52816739731694,0.0
0.0393,5.3e-13,15.52816739731694,0.0
0.0393,6.72e-13,15.52816739731694,0.0
0.0393,8.53e-13,15.52816739731694,0.0
0.0393,1.083e-12,15.52816739731694,0.0
0.0393,1.374e-12,15.52816739731694,0.0
0.0393,1.743e-12,15.52816739731694,0.0
0.0393,2.212e-12,15.52816739731694,0.017982017982017984
0.0393,2.807e-12,15.52816739731694,0.053946053946053944
0.0393,3.562e-12,15.52816739731694,0.22277722277722278
0.0393,4.52e-12,15.52816739731694,0.6523476523476524
0.0393,5.736e-12,15.52816739731694,0.958041958041958
0.0393,7.279e-12,15.52816739731694,1.0
0.0393,9.237e-12,15.52816739731694,1.0
0.0393,1.1721e-11,15.52816739731694,1.0
0.0393,1.4874e-11,15.52816739731694,1.0
0.0393,1.8874e-11,15.52816739731694,1.0
0.0393,2.395e-11,15.52816739731694,1.0
0.0393,3.0392e-11,15.52816739731694,1.0
0.0393,3.8566e-11,15.52816739731694,1.0
0.0393,4.8939e-11,15.52816739731694,1.0
0.0393,6.2102e-11,15.52816739731694,1.0
0.0393,7.8805e-11,15.52816739731694,1.0
0.0393,1e-10,15.52816739731694,1.0
0.0408,1e-13,10.47784257259757,0.0
0.0408,1.27e-13,10.47784257259757,0.0
0.0408,1.61e-13,10.47784257259757,0.0
0.0408,2.04e-13,10.47784257259757,0.0
0.0408,2.59e-13,10.47784257259757,0.0
0.0408,3.29e-13,10.47784257259757,0.0
0.0408,4.17e-13,10.47784257259757,0.0
0.0408,5.3e-13,10.47784257259757,0.0
0.0408,6.72e-13,10.47784257259757,0.0
0.0408,8.53e-13,10.47784257259757,0.0
0.0408,1.083e-12,10.47784257259757,0.0
0.0408,1.374e-12,10.47784257259757,0.0
0.0408,1.743e-12,10.47784257259757,0.022977022977022976
0.0408,2.212e-12,10.47784257259757,0.03596403596403597
0.0408,2.807e-12,10.47784257259757,0.12087912087912088
0.0408,3.562e-12,10.47784257259757,0.44755244755244755
0.0408,4.52e-12,10.47784257259757,0.8801198801198801
0.0408,5.736e-12,10.47784257259757,1.0
0.0408,7.279e-12,10.47784257259757,1.0
0.0408,9.237e-12,10.47784257259757,1.0
0.0408,1.1721e-11,10.47784257259757,1.0
0.0408,1.4874e-11,10.47784257259757,1.0
0.0408,1.8874e-11,10.47784257259757,1.0
0.0408,2.395e-11,10.47784257259757,1.0
0.0408,3.0392e-11,10.47784257259757,1.0
0.0408,3.8566e-11,10.47784257259757,1.0
0.0408,4.8939e-11,10.47784257259757,1.0
0.0408,6.2102e-11,10.47784257259757,1.0
0.0408,7.8805e-11,10.47784257259757,1.0
0.0408,1e-10,10.47784257259757,1.0
0.0423,1e-13,8.795131310348115,0.0
0.0423,1.27e-13,8.795131310348115,0.0
0.0423,1.61e-13,8.795131310348115,0.0
0.0423,2.04e-13,8.795131310348115,0.0
0.0423,2.59e-13,8.795131310348115,0.0
0.0423,3.29e-13,8.795131310348115,0.0
0.0423,4.17e-13,8.795131310348115,0.0
0.0423,5.3e-13,8.795131310348115,0.0
0.0423,6.72e-13,8.795131310348115,0.0
0.0423,8.53e-13,8.795131310348115,0.0
0.0423,1.083e-12,8.795131310348115,0.0
0.0423,1.374e-12,8.795131310348115,0.0
0.0423,1.743e-12,8.795131310348115,0.02097902097902098
0.0423,2.212e-12,8.795131310348115,0.059940059940059943
0.0423,2.807e-12,8.795131310348115,0.18281718281718282
0.0423,3.562e-12,8.795131310348115,0.5694305694305695
0.0423,4.52e-12,8.795131310348115,0.932067932067932
0.0423,5.736e-12,8.795131310348115,1.0
0.0423,7.279e-12,8.795131310348115,1.0
0.0423,9.237e-12,8.795131310348115,1.0
0.0423,1.1721e-11,8.795131310348115,1.0
0.0423,1.4874e-11,8.795131310348115,1.0
0.0423,1.8874e-11,8.795131310348115,1.0
0.0423,2.395e-11,8.795131310348115,1.0
0.0423,3.0392e-11,8.795131310348115,1.0
0.0423,3.8566e-11,8.795131310348115,1.0
0.0423,4.8939e-11,8.795131310348115,1.0
0.0423,6.2102e-11,8.795131310348115,1.0
0.0423,7.8805e-11,8.795131310348115,1.0
0.0423,1e-10,8.795131310348115,1.0
0.0439,1e-13,6.46907150104977,0.0
0.0439,1.27e-13,6.46907150104977,0.0
0.0439,1.61e-13,6.46907150104977,0.0
0.0439,2.04e-13,6.46907150104977,0.0
0.0439,2.59e-13,6.46907150104977,0.0
0.0439,3.29e-13,6.46907150104977,0.0
0.0439,4.17e-13,6.46907150104977,0.0
0.0439,5.3e-13,6.46907150104977,0.0
0.0439,6.72e-13,6.46907150104977,0.0
0.0439,8.53e-13,6.46907150104977,0.0
0.0439,1.083e-12,6.46907150104977,0.0
0.0439,1.374e-12,6.46907150104977,0.013986013986013986
0.0439,1.743e-12,6.46907150104977,0.03596403596403597
0.0439,2.212e-12,6.46907150104977,0.12087912087912088
0.0439,2.807e-12,6.46907150104977,0.3706293706293706
0.0439,3.562e-12,6.46907150104977,0.7872127872127872
0.0439,4.52e-12,6.46907150104977,0.983016983016983
0.0439,5.736e-12,6.46907150104977,1.0
0.0439,7.279e-12,6.46907150104977,1.0
0.0439,9.237e-12,6.46907150104977,1.0
0.0439,1.1721e-11,6.46907150104977,1.0
0.0439,1.4874e-11,6.46907150104977,1.0
0.0439,1.8874e-11,6.46907150104977,1.0
0.0439,2.395e-11,6.46907150104977,1.0
0.0439,3.0392e-11,6.46907150104977,1.0
0.0439,3.8566e-11,6.46907150104977,1.0
0.0439,4.8939e-11,6.46907150104977,1.0
0.0439,6.2102e-11,6.46907150104977,1.0
0.0439,7.8805e-11,6.46907150104977,1.0
0.0439,1e-10,6.46907150104977,1.0
0.0455,1e-13,6.1488563095137625,0.0
0.0455,1.27e-13,6.1488563095137625,0.0
0.0455,1.61e-13,6.1488563095137625,0.0
0.0455,2.04e-13,6.1488563095137625,0.0
0.0455,2.59e-13,6.1488563095137625,0.0
0.0455,3.29e-13,6.1488563095137625,0.0
0.0455,4.17e-13,6.1488563095137625,0.0
0.0455,5.3e-13,6.1488563095137625,0.0
0.0455,6.72e-13,6.1488563095137625,0.0
0.0455,8.53e-13,6.1488563095137625,0.0
0.0455,1.083e-12,6.1488563095137625,0.0
0.0455,1.374e-12,6.1488563095137625,0.0
0.0455,1.743e-12,6.1488563095137625,0.04795204795204795
0.0455,2.212e-12,6.1488563095137625,0.16483516483516483
0.0455,2.807e-12,6.1488563095137625,0.4865134865134865
0.0455,3.562e-12,6.1488563095137625,0.9140859140859141
0.0455,4.52e-12,6.1488563095137625,1.0
0.0455,5.736e-12,6.1488563095137625,1.0
0.0455,7.279e-12,6.1488563095137625,1.0
0.0455,9.237e-12,6.1488563095137625,1.0
0.0455,1.1721e-11,6.1488563095137625,1.0
0.0455,1.4874e-11,6.1488563095137625,1.0
0.0455,1.8874e-11,6.1488563095137625,1.0
0.0455,2.395e-11,6.1488563095137625,1.0
0.0455,3.0392e-11,6.1488563095137625,1.0
0.0455,3.8566e-11,6.1488563095137625,1.0
0.0455,4.8939e-11,6.1488563095137625,1.0
0.0455,6.2102e-11,6.1488563095137625,1.0
0.0455,7.8805e-11,6.1488563095137625,1.0
0.0455,1e-10,6.1488563095137625,1.0
0.0472,1e-13,4.770161907805851,0.0
0.0472,1.27e-13,4.770161907805851,0.0
0.0472,1.61e-13,4.770161907805851,0.0
0.0472,2.04e-13,4.770161907805851,0.0
0.0472,2.59e-13,4.770161907805851,0.0
0.0472,3.29e-13,4.770161907805851,0.0
0.0472,4.17e-13,4.770161907805851,0.0
0.0472,5.3e-13,4.770161907805851,0.0
0.0472,6.72e-13,4.770161907805851,0.0
0.0472,8.53e-13,4.770161907805851,0.012987012987012988
